"work_group_id"	"status"	"evidence_commit"	"evidence_locator"	"discovery_command"	"verification_command"	"verification_result"	"closure_state"	"reason"	"falsifier"
"work-r3v-native-zb-depth-control-harness-c-original-line-373-846e8cc0585c"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_zb_depth_control_harness.c:369-377"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_zb_depth_control_harness.c | sed -n 369,377p"	""	"not-run"	"open"	"The alleged alias calibration is refused by the depth-role size check before the distinct-handle predicate executes."	"Correctly sized wrappers sharing one handle fail specifically at the alias guard."
"work-vk-physical-device-features-gen-py-def-condition-self-physical-ce2951e59c7b"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/vulkan/util/vk_physical_device_features_gen.py:257-277"	"nl -ba -- src/vulkan/util/vk_physical_device_features_gen.py | sed -n 257,277p"	""	"not-run"	"open"	"The generator retains an unused condition helper, overstates unavailable-struct query behavior, and does not ensure dzn checks pNext-only feature enables."	"The generated contract matches query behavior, dzn rejects unsupported pNext-only enables, and no orphaned helper remains."
"work-r3v-native-burst-cell-harness-c-struct-burst-leg-0708f4f187e0"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_burst_cell_harness.c:172-176"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_burst_cell_harness.c | sed -n 172,176p"	""	"not-run"	"open"	"Prepared-release verdicts observe only zeroed fields and not whether owned GEM resources were released."	"Every claimed release path returns the BO census to its pre-leg value."
"work-r300-typed-carry-reference-check-py-original-line-78-38c20705741e"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/gallium/drivers/r300/tests/r300_typed_carry_reference_check.py:74-83"	"nl -ba -- src/gallium/drivers/r300/tests/r300_typed_carry_reference_check.py | sed -n 74,83p"	""	"not-run"	"open"	"The checker does not require each source fixture to have exactly one same-stem generated SPIR-V module."	"Adding or deleting either side alone is rejected before digest comparison."
"work-r300-typed-carry-reference-check-py-original-line-97-4e5214c49c2b"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/gallium/drivers/r300/tests/r300_typed_carry_reference_check.py:93-102"	"nl -ba -- src/gallium/drivers/r300/tests/r300_typed_carry_reference_check.py | sed -n 93,102p"	""	"not-run"	"open"	"The checker hashes raw working-tree text bytes, so CRLF checkout conversion changes source fixture digests."	"A clean CRLF checkout validates the same source blobs or the fixtures are explicitly pinned to LF."
"work-r300-typed-carry-reference-sha256-original-line-7-b412b6377dd1"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/gallium/drivers/r300/tests/typed_carry_corpus/r300_typed_carry_reference.sha256:3-8"	"nl -ba -- src/gallium/drivers/r300/tests/typed_carry_corpus/r300_typed_carry_reference.sha256 | sed -n 3,8p"	""	"not-run"	"open"	"The manifest comment still embeds a retained campaign bundle name and external-repository provenance."	"The comment states only the digest mechanism while the exact bundle identity lives in a finding or commit record."
"work-mesa-profile-sh-original-line-4-3b40fa3bf7e7"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"build-infra/packaging/mesa-gororoba/mesa-gororoba-profile.sh:1-6"	"nl -ba -- build-infra/packaging/mesa-gororoba/mesa-gororoba-profile.sh | sed -n 1,6p"	""	"not-run"	"open"	"The automatically sourced profile selects the staged r3v ICD without an exact per-run consent value."	"A normal login shell leaves Vulkan driver selection unchanged unless the containment gate is explicitly opened."
"work-r300-cpu-vertex-c-r300-cpu-vertex-gather-baseline-ba812ac4b422"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/cpu/r300_cpu_vertex.c:118-123"	"nl -ba -- src/amd/r300/cpu/r300_cpu_vertex.c | sed -n 118,123p"	""	"not-run"	"open"	"The gather loop adds the vertex offset in 32 bits before bounds checking and address calculation."	"A robust draw starting at UINT32_MAX yields zero records after the first vertex without wrapping to indices zero and one."
"work-r300-fetched-route-digests-h-original-line-11-46dc65000f0e"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/tests/r300_fetched_route_digests.h:7-14"	"nl -ba -- src/amd/r300/common/tests/r300_fetched_route_digests.h | sed -n 7,14p"	""	"not-run"	"open"	"The source comment still embeds retained F32 bundle names and external evidence provenance."	"The header states durable stream and silicon identity while exact bundle provenance lives in the attended finding."
"work-r3v-native-attended-varying-triangle-c-original-line-42-fdc13499674f"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_attended_varying_triangle.c:38-46"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_attended_varying_triangle.c | sed -n 38,46p"	""	"not-run"	"open"	"OUTCOME_CARRIER_DIVERGED remains declared and named without any classification path that can select it."	"A carrier mismatch selects the outcome or the unreachable verdict is removed from the public result set."
"work-r300-varying-cell-digests-h-original-line-11-b5a9ecf3c0af"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/tests/r300_varying_cell_digests.h:7-13"	"nl -ba -- src/amd/r300/common/tests/r300_varying_cell_digests.h | sed -n 7,13p"	""	"not-run"	"open"	"The source comment still embeds the retained varying-triangle bundle name."	"The header states the silicon-backed stream property without an external experiment identifier."
"work-r300-cpu-vertex-job-c-static-inline-uint32-t-vertex-3c4811258b28"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/cpu/r300_cpu_vertex_job.c:208-213"	"nl -ba -- src/amd/r300/cpu/r300_cpu_vertex_job.c | sed -n 208,213p"	""	"not-run"	"open"	"The three-factor carrier-capacity product can overflow uint64_t before it is compared with the destination size."	"Each multiplication is checked and an overflowing draw returns ENOSPC without touching the carrier."
"work-r300-cpu-vertex-job-c-int-r300-cpu-vertex-job-7958d484ed2d"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/cpu/r300_cpu_vertex_job.c:184-190"	"nl -ba -- src/amd/r300/cpu/r300_cpu_vertex_job.c | sed -n 184,190p"	""	"not-run"	"open"	"The logical instance-index overflow check rejects zero-stride instance streams even though they address one constant record."	"A zero-stride stream remains valid across logical instance-index wrap while nonzero strides retain the bound."
"work-r300-compute-identity-carrier-digests-h-original-line-12-35ea05cbc68d"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/tests/r300_compute_identity_carrier_digests.h:8-15"	"nl -ba -- src/amd/r300/common/tests/r300_compute_identity_carrier_digests.h | sed -n 8,15p"	""	"not-run"	"open"	"The source comment still embeds the retained compute-identity bundle name."	"The header states the RS482-delivered identity property while bundle provenance remains in the finding."
"work-r300-common-liveness-census-py-original-line-432-6ba43bd5cb0e"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/tests/r300_common_liveness_census.py:428-433"	"nl -ba -- src/amd/r300/common/tests/r300_common_liveness_census.py | sed -n 428,433p"	""	"not-run"	"open"	"The ELF archive scan strips every leading underscore and can accept a distinct near-match symbol."	"An underscored ELF near-match is rejected while ABI-specific normalization is limited to formats that require it."
"work-r3v-native-memory-c-r3v-getbuffermemoryrequirements2-vkdevice-device-3b76262aa4d2"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/r3v_native_memory.c:238-248"	"nl -ba -- src/amd/r300/vulkan/r3v_native_memory.c | sed -n 238,248p"	""	"not-run"	"open"	"The batch bind loop commits earlier buffer bindings before a later entry can make the operation fail."	"A bad later entry leaves every buffer in the batch unbound and permits a corrected retry."
"work-r3v-native-entrypoint-audit-py-original-line-117-96d316a099a4"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_entrypoint_audit.py:138-148"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_entrypoint_audit.py | sed -n 138,148p"	""	"not-run"	"open"	"CmdSetEvent, CmdResetEvent, and CmdWaitEvents remain absent from the live command classification."	"The three commands have calibrated live entries and a refusal mutant fails the audit."
"work-r300-chip-identity-c-r300-chip-identity-lookup-uint16-t-a4c6ad918548"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/r300_chip_identity.c:113-118"	"nl -ba -- src/amd/r300/common/r300_chip_identity.c | sed -n 113,118p"	""	"not-run"	"open"	"Every CHIP_RS480 PCI ID still receives the RS482 specimen-only measurement record."	"Specimen-specific facts are restricted to 1002:5974 or widened only by independent evidence for each sibling ID."
"work-r300-chip-identity-c-r300-die-class-from-family-enum-682ed9ff8ce5"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/r300_chip_identity.c:79-88"	"nl -ba -- src/amd/r300/common/r300_chip_identity.c | sed -n 79,88p"	""	"not-run"	"open"	"The us_program_depth field records 64 without naming that it is the ALU-slot limit rather than the total 96-instruction limit."	"The model exposes separate ALU and texture ceilings or names the 64-slot domain explicitly."
"work-r300-chip-identity-h-enum-r300-die-class-5504e961d82f"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/r300_chip_identity.h:43-49"	"nl -ba -- src/amd/r300/common/r300_chip_identity.h | sed -n 43,49p"	""	"not-run"	"open"	"The facts record relies on sibling-repository finding names instead of local primary-source locations per field."	"Each consumed fact names a local primary source and discovery method, with retained findings supplemental."
"work-r300-common-boundary-audit-py-def-strip-outer-parentheses-expression-f1a75268c1d1"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/common/tests/r300_common_boundary_audit.py:163-211"	"nl -ba -- src/amd/r300/common/tests/r300_common_boundary_audit.py | sed -n 163,211p"	""	"not-run"	"open"	"Two preprocessor parser helpers have no callers, and the whole-file scan comment incorrectly describes compiler behavior."	"The dead helpers are removed and the comment states that the audit conservatively scans every preprocessor arm."
"work-r3v-native-memory-concurrency-harness-c-original-line-220-b952813920e9"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_memory_concurrency_harness.c:216-225"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_memory_concurrency_harness.c | sed -n 216,225p"	""	"not-run"	"open"	"Workers begin measured operations immediately after creation, so the concurrency test can execute serially."	"A ready/start barrier holds every worker until the full measured set is present."
"work-r3v-native-memory-concurrency-harness-c-original-line-315-8887f7a2c1d4"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_memory_concurrency_harness.c:311-315"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_memory_concurrency_harness.c | sed -n 311,315p"	""	"not-run"	"open"	"The teardown arm checks only one aggregate cache-sync count and cannot detect per-object omissions balanced by duplicates."	"Publication counts keyed by BO handle prove exactly-once cleanup for every object."
"work-r3v-native-memory-concurrency-harness-c-original-line-332-386d51d1a0a3"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_memory_concurrency_harness.c:329-336"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_memory_concurrency_harness.c | sed -n 329,336p"	""	"not-run"	"open"	"The device-loss arm uses an empty submit that succeeds before reaching the native queue transport."	"A healthy calibrated submission increments transport and the same shape under device loss refuses before transport."
"work-r3v-native-memory-concurrency-harness-c-original-line-93-bb3681ff1108"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_memory_concurrency_harness.c:90-97"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_memory_concurrency_harness.c | sed -n 90,97p"	""	"not-run"	"open"	"The allocations are non-shareable and never exercise the shared-handle reference table claimed by the harness."	"Concurrent export, import, and free operations exercise the shared table or the verdict is narrowed."
"work-r3v-kernel-memory-contract-pin-py-original-line-56-c8a8dc4fa107"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_kernel_memory_contract_pin.py:53-60"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_kernel_memory_contract_pin.py | sed -n 53,60p"	""	"not-run"	"open"	"The pin checker overwrites duplicate row identifiers and excludes the TSV schema from its contract."	"Duplicate identifiers and any pinned header change are rejected before row digest comparison."
"work-r3v-kernel-memory-contract-pin-py-original-line-79-defbd1c3718e"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_kernel_memory_contract_pin.py:76-83"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_kernel_memory_contract_pin.py | sed -n 76,83p"	""	"not-run"	"open"	"The self-test uses assertions that disappear under optimized Python."	"Every good and bad calibration remains enforced with PYTHONOPTIMIZE=1."
"work-r3v-conformance-runner-fixture-info-qpa-original-line-8-69ebb996569c"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_conformance_runner_fixture_info.qpa:5-8"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_conformance_runner_fixture_info.qpa | sed -n 5,8p"	""	"not-run"	"open"	"The checked-in QPA fixture still embeds the local absolute path /run/info.qpa."	"The fixture retains the session-field shape with a neutral or repository-relative log path."
"work-rs482-composed-surface-campaign-md-mechanisms-sharing-one-radix-i-90605bf41617"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"docs/hardware/rs482-composed-surface-campaign.md:41-44"	"nl -ba -- docs/hardware/rs482-composed-surface-campaign.md | sed -n 41,44p"	""	"not-run"	"open"	"The silicon claim cites a date and prose topic rather than an exact retained finding identifier."	"The claim names the exact current finding file or another immutable retained identifier."
"work-r3v-native-attended-compute-identity-c-main-int-argc-char-738f8cf99079"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_attended_compute_identity.c:153-158"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_attended_compute_identity.c | sed -n 153,158p"	""	"not-run"	"open"	"The attended runner duplicates the queue-claim gate string instead of consuming its canonical macro."	"A gate rename in the shared header updates every C caller without separate literal edits."
"work-r3v-vulkan10-requirement-inventory-py-def-parse-granted-features-physica-6d6e7cac2131"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_vulkan10_requirement_inventory.py:134-141"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_vulkan10_requirement_inventory.py | sed -n 134,141p"	""	"not-run"	"open"	"The inventory accepts any assignment to compute_queue_claimed and does not prove derivation through the ledger helper."	"A direct environment or constant assignment mutant fails while the helper initialization chain passes."
"work-r3v-deqp-provision-py-original-line-183-dd6d57c61a47"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_deqp_provision.py:248-256"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_deqp_provision.py | sed -n 248,256p"	""	"not-run"	"open"	"The selected CMake cache is not bound to the source and binary build it describes."	"Mismatched cache source or build directories are refused before bundle creation."
"work-r3v-deqp-provision-py-original-line-215-a5f1f069cc06"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_deqp_provision.py:283-288"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_deqp_provision.py | sed -n 283,288p"	""	"not-run"	"open"	"The destination may recurse beneath copied inputs and the copied mustpass corpus is not checked against the repository pin."	"Nested destinations and a corpus whose count or digest differs from the pin are refused before copying."
"work-r3v-deqp-provision-py-original-line-253-383ae0516d5c"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_deqp_provision.py:275-284,338-342"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_deqp_provision.py | sed -n '275,284p;338,342p'"	""	"not-run"	"open"	"The verifier already rejects unknown provenance versions, but ISA stripping still removes every GNU property including CET metadata."	"Removing an ISA-level requirement preserves all non-ISA GNU properties or the binary is rebuilt at the baseline."
"work-r3v-deqp-provision-py-original-line-260-64f2e1c7fb24"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_deqp_provision.py:346-353"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_deqp_provision.py | sed -n 346,353p"	""	"not-run"	"open"	"Bundle verification checks executable bytes but not that deqp-vk remains a regular executable file."	"Clearing the executable mode makes verification fail before any CTS launch."
"work-r3v-deqp-provision-py-original-line-119-4209beb1f50e"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_deqp_provision.py:132-140"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_deqp_provision.py | sed -n 132,140p"	""	"not-run"	"open"	"Binary admission checks executability and dynamic metadata without verifying ELF64 x86-64 class and machine."	"An ELF32 i386 fixture is refused while the intended ELF64 x86-64 fixture passes."
"work-r3v-deqp-provision-py-original-line-121-ad99ea2f09e8"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_deqp_provision.py:134-141"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_deqp_provision.py | sed -n 134,141p"	""	"not-run"	"open"	"The bundle records dependency basenames but not required symbol versions or target-provider compatibility."	"A fixture requiring an unavailable GLIBC or GLIBCXX version fails target verification."
"work-r3v-deqp-provision-py-original-line-366-363308104d08"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_deqp_provision.py:386-390"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_deqp_provision.py | sed -n 386,390p"	""	"not-run"	"open"	"Synthetic commits inherit global signing configuration and can fail before the provisioner is tested."	"The self-test passes with global commit.gpgsign enabled and no signing key."
"work-r3v-deqp-provision-py-original-line-251-911b8cf27c11"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_deqp_provision.py:248-253"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_deqp_provision.py | sed -n 248,253p"	""	"not-run"	"open"	"Bundle output can be created inside the source checkout after cleanliness is sampled."	"An output path equal to or below source-root is refused before directory creation."
"work-r3v-deqp-provision-py-original-line-407-3c29da419aea"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_deqp_provision.py:403-412"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_deqp_provision.py | sed -n 403,412p"	""	"not-run"	"open"	"The elevated-ISA calibration is skipped on hosts whose normal link carries only the baseline note."	"A deterministic elevated-note fixture runs the refusal and preservation arms on every host."
"work-r3v-native-plan-tool-c-original-line-27-2f0c3494a7e5"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_plan_tool.c:24-32"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_plan_tool.c | sed -n 24,32p"	""	"not-run"	"open"	"Plan loading ignores fseek and ftell failures before casting the length into allocation and parser sizes."	"A non-seekable input is refused without allocation overflow or out-of-bounds parsing."
"work-r3v-native-plan-tool-c-original-line-178-160af0631ffc"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_plan_tool.c:185-194"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_plan_tool.c | sed -n 185,194p"	""	"not-run"	"open"	"Compose accepts any schema-valid sealed plan without proving it has the capture transcript shape."	"A previously sealed plan is refused unless every capture placeholder and marker matches the transcript contract."
"work-r3v-native-plan-tool-c-original-line-135-3d36412216ac"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_plan_tool.c:131-140"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_plan_tool.c | sed -n 131,140p"	""	"not-run"	"open"	"The option-pair loop silently ignores one trailing compose argument."	"Any odd compose argument count is rejected before parsing options."
"work-r3v-native-plan-tool-c-original-line-67-80c2362b87dc"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_plan_tool.c:63-72"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_plan_tool.c | sed -n 63,72p"	""	"not-run"	"open"	"Plan serialization handles allocation failure with an assertion instead of the tool's normal error path."	"A forced allocation failure reports a compose error and returns normally."
"work-r3v-native-queue-claim-report-c-original-line-56-6b391a7659c3"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_queue_claim_report.c:66-75"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_queue_claim_report.c | sed -n 66,75p"	""	"not-run"	"open"	"The report queries the driver linked into its executable rather than the ICD selected by the runner manifest."	"The report and selected DSO share one recorded build identity or the report loads that DSO directly."
"work-r3v-native-queue-claim-report-c-original-line-82-b14fa0d01cf4"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_native_queue_claim_report.c:92-100"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_native_queue_claim_report.c | sed -n 92,100p"	""	"not-run"	"open"	"Physical-device enumeration accepts VK_INCOMPLETE with a one-element output capacity."	"A count query proves exactly one device before retrieving it and any other count is refused."
"work-r3v-native-object-c-r3v-createbufferview-vkdevice-device-fba9f34bec3f"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/r3v_native_object.c:108-133; src/amd/r300/vulkan/tests/r3v_native_entrypoint_audit.py:108,125"	"rg -n --fixed-strings -- vulkan src/amd/r300/vulkan/r3v_native_object.c"	""	"not-run"	"open"	"The whole-size path already rounds partial texel tails down, but the entrypoint audit still labels live buffer-view creation and destruction as refused or null-only."	"A partial-tail whole-size view passes and the audit classifies both lifecycle operations as live."
"work-r3v-cs-ioctl-trace-py-original-line-149-d773199db045"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_cs_ioctl_trace.py:134-139"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_cs_ioctl_trace.py | sed -n 134,139p"	""	"not-run"	"open"	"The trace census counts request numbers without attributing them to the Radeon render descriptor."	"The Radeon CS request issued on a non-Radeon descriptor does not increment the target census."
"work-r3v-cs-ioctl-trace-py-original-line-337-eb540049487e"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_cs_ioctl_trace.py:437-446"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_cs_ioctl_trace.py | sed -n 437,446p"	""	"not-run"	"open"	"Harness calibration permits an absent or unloadable shim before opening the submission hazard gate."	"Both harness arms refuse until the expected shim is loadable and verified as the active interposer."
"work-r3v-cs-ioctl-trace-py-original-line-234-4bae53841330"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_cs_ioctl_trace.py:230-239"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_cs_ioctl_trace.py | sed -n 230,239p"	""	"not-run"	"open"	"The summary records the witness process preload rather than the executed tracee's effective loader environment."	"A command that sets LD_PRELOAD inside env or a wrapper is reported accurately or refused as unverifiable."
"work-r3v-cs-ioctl-trace-py-original-line-251-a004c60852f0"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/tests/r3v_cs_ioctl_trace.py:247-255"	"nl -ba -- src/amd/r300/vulkan/tests/r3v_cs_ioctl_trace.py | sed -n 247,255p"	""	"not-run"	"open"	"JSON output may alias the raw trace path and truncate the evidence after its digest is recorded."	"Equal, symlink-equivalent, and hardlink-equivalent output destinations are rejected before tracing."
"work-r3v-native-plan-replay-c-original-line-107-8b2d831b5391"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/r3v_native_plan_replay.c:154-160"	"nl -ba -- src/amd/r300/vulkan/r3v_native_plan_replay.c | sed -n 154,160p"	""	"not-run"	"open"	"Replay imposes a 16 MiB file limit that is not part of the parser and composer schema limits."	"Every schema-valid plan is accepted or one shared explicit byte ceiling governs parsing, composition, and replay."
"work-r3v-native-plan-replay-c-original-line-219-49acd3381f01"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/r3v_native_plan_replay.c:264-270"	"nl -ba -- src/amd/r300/vulkan/r3v_native_plan_replay.c | sed -n 264,270p"	""	"not-run"	"open"	"The evidence directory is checked and then claimed through a nonexclusive state-file write."	"Two concurrent bind attempts yield exactly one exclusive owner before either can submit."
"work-r3v-native-plan-replay-c-original-line-261-24e27a0deed0"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/r3v_native_plan_replay.c:306-312"	"nl -ba -- src/amd/r300/vulkan/r3v_native_plan_replay.c | sed -n 306,312p"	""	"not-run"	"open"	"Replay fsyncs file contents but not the directories containing renamed IBs, state, and chain entries."	"A crash-recovery fixture retains every published directory entry in the order recorded by state."
"work-r3v-native-plan-replay-c-original-line-274-587e41f6d3b6"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/r3v_native_plan_replay.c:321-328"	"nl -ba -- src/amd/r300/vulkan/r3v_native_plan_replay.c | sed -n 321,328p"	""	"not-run"	"open"	"The chain digest omits the emitter and relocation roles, domains, sizes, and directions."	"Changing any admitted submission-entry field changes the durable chain extension."
"work-r3v-native-plan-replay-c-original-line-368-a68022de1ed1"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/r3v_native_plan_replay.c:438-446"	"nl -ba -- src/amd/r300/vulkan/r3v_native_plan_replay.c | sed -n 438,446p"	""	"not-run"	"open"	"Session close overwrites a specific terminal failure detail with the generic terminal result name."	"Every mismatch, retention, ioctl, and completion failure remains identifiable after close."
"work-r3v-native-plan-replay-c-original-line-312-f82b45a60da4"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/r3v_native_plan_replay.c:361-368"	"nl -ba -- src/amd/r300/vulkan/r3v_native_plan_replay.c | sed -n 361,368p"	""	"not-run"	"open"	"Plan entries omit recorded event and query operations that execute before queue admission."	"Capture and replay match the complete host-side operation sequence or refuse buffers carrying unplanned operations."
"work-r3v-native-plan-replay-c-original-line-337-b827ec677364"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/r3v_native_plan_replay.c:389-397"	"nl -ba -- src/amd/r300/vulkan/r3v_native_plan_replay.c | sed -n 389,397p"	""	"not-run"	"open"	"Successful admissions retain IB and chain data without persisting the updated consumed index."	"Each retained admission is followed by a synced progress state naming the same next index."
"work-r3v-native-plan-replay-c-original-line-439-c1cf6d11df95"	"repair-required"	"660f73b28743b3f032697ae7bdbc980efd3f3020"	"src/amd/r300/vulkan/r3v_native_plan_replay.c:436-442"	"nl -ba -- src/amd/r300/vulkan/r3v_native_plan_replay.c | sed -n 436,442p"	""	"not-run"	"open"	"Session close can report complete after the declared runtime ceiling expires."	"Elapsed monotonic time is rechecked immediately before a complete terminal state is produced."
