cluster_rank	cluster_id	work_group_id	oldest_thread_created_at	review_path	source_anchor	thread_count	pull_request_numbers	thread_ids	claim_headings	validation_gate	history_state
192	review-shared-change-history-79f1a5a2c02c6e6f3b6784b3fe89dd24a230175e-9376af93b-66248a5f449e	work-meson-build-if-with-tests-71b7dca6bbb7	2026-08-22T21:28:19Z	src/gallium/drivers/r300/meson.build	if with tests	1	"[""1693""]"	"[""PRRT_kwDOR3YK5M6bbawf""]"	"[""keep spir v warnings visible in the oracle""]"	configure-build-and-artifact-check	changed-since-review
193	review-shared-change-history-41d774592cb536a8f74e5247c9a9a855725b397e-31650bf8e-9c7cdb4ea6cd	work-r300-vertex-front-end-parity-manifest-original-line-1-697a7b4c2e43	2026-08-22T21:42:00Z	src/amd/r300/compiler/tests/r300_vertex_front_end_parity.manifest	original line 1	1	"[""1697""]"	"[""PRRT_kwDOR3YK5M6bbfvI""]"	"[""add the required spdx grant to the new manifest""]"	repository-native-focused-check	changed-since-review
194	review-shared-change-history-4c66f695592786d3fe1b7f7b1aaad1a6b8b78f8f-41d774592-d1b11dd64ffa	work-r300-vertex-front-end-parity-test-c-static-void-test-72006ada2107	2026-08-22T21:42:00Z	src/amd/r300/compiler/tests/r300_vertex_front_end_parity_test.c	static void test front end parity void	1	"[""1697""]"	"[""PRRT_kwDOR3YK5M6bbfvK""]"	"[""reject trailing columns in manifest rows""]"	warning-clean-driver-build-and-focused-test	changed-since-review
195	review-shared-change-history-8077376b79a29299a39b37c6178b7a064a9abf29-91836a959-c5458bda30bc	work-readme-md-rs480-family-integrated-graphics-processors-33f187f923d6	2026-08-22T22:00:14Z	src/amd/r300/vulkan/README.md	rs480 family integrated graphics processors	1	"[""1698""]"	"[""PRRT_kwDOR3YK5M6bblRz""]"	"[""rewrite the remaining gallium backed status section""]"	documentation-symbol-and-link-check	changed-since-review
196	review-shared-change-history-8077376b79a29299a39b37c6178b7a064a9abf29-cf515799b-322f1a7efed2	work-r3v-qualification-inventory-py-original-line-206-f8a335e9bde5	2026-08-22T22:00:14Z	src/amd/r300/vulkan/tests/r3v_qualification_inventory.py	original line 206	1	"[""1698""]"	"[""PRRT_kwDOR3YK5M6bblR3""]"	"[""restore the removed inventory self test calibration""]"	python-test-black-and-ruff	changed-since-review
197	review-shared-change-history-24e9863bb0a297de10298b8de7a33e6cfcbbd986-e50678009-d1f886d3abe1	work-r3v-physical-device-c-r3v-physical-device-init-properties-struct-087d6f8518c2	2026-08-22T22:05:11Z	src/amd/r300/vulkan/r3v_physical_device.c	r3v physical device init properties struct vk properties const props	1	"[""1699""]"	"[""PRRT_kwDOR3YK5M6bbmu7""]"	"[""rebaseline the conformance harness for the renamed implementation""]"	warning-clean-driver-build-and-focused-test	changed-since-review
198	review-shared-change-history-a015140709531fdfbb364921ce32e9c3fa56c14c-23809ecb8-5613957d738f	work-makefile-artifact-check-source-root-check-vostro-prefix-check-7f7d1809db78	2026-08-22T22:05:11Z	build-infra/Makefile	artifact check source root check vostro prefix check	2	"[""1699"",""1752""]"	"[""PRRT_kwDOR3YK5M6bbmu5"",""PRRT_kwDOR3YK5M6bjpd1""]"	"[""detect the superseded native icd after incremental installs"",""update the artifact check help after removing the warning""]"	configure-build-and-artifact-check	changed-since-review
199	review-shared-change-history-1a09900f7b5b27eaeb25fd2cbdb1ccc50c5b173a-a24c5eb9c-e7f0935207d5	work-r3v-rename-ratchet-py-original-line-122-4879ede8fa40	2026-08-22T22:10:27Z	src/amd/r300/vulkan/tests/r3v_rename_ratchet.py	original line 122	1	"[""1700""]"	"[""PRRT_kwDOR3YK5M6bboN8""]"	"[""ratchet each survivor occurrence""]"	python-test-black-and-ruff	changed-since-review
199	review-shared-change-history-1a09900f7b5b27eaeb25fd2cbdb1ccc50c5b173a-a24c5eb9c-e7f0935207d5	work-r3v-rename-ratchet-py-original-line-71-bdd5f6f80b13	2026-08-22T22:10:27Z	src/amd/r300/vulkan/tests/r3v_rename_ratchet.py	original line 71	1	"[""1700""]"	"[""PRRT_kwDOR3YK5M6bboN9""]"	"[""scan every textual source type""]"	python-test-black-and-ruff	changed-since-review
199	review-shared-change-history-1a09900f7b5b27eaeb25fd2cbdb1ccc50c5b173a-a24c5eb9c-e7f0935207d5	work-r3v-rename-ratchet-py-original-line-118-a64276270e43	2026-08-22T22:10:28Z	src/amd/r300/vulkan/tests/r3v_rename_ratchet.py	original line 118	1	"[""1700""]"	"[""PRRT_kwDOR3YK5M6bboN_""]"	"[""reject additions to the finite ledger""]"	python-test-black-and-ruff	changed-since-review
199	review-shared-change-history-1a09900f7b5b27eaeb25fd2cbdb1ccc50c5b173a-a24c5eb9c-e7f0935207d5	work-r3v-rename-ratchet-py-original-line-38-c4f30cf20c32	2026-08-22T22:10:28Z	src/amd/r300/vulkan/tests/r3v_rename_ratchet.py	original line 38	1	"[""1700""]"	"[""PRRT_kwDOR3YK5M6bboN-""]"	"[""match every standalone r3v native identity""]"	python-test-black-and-ruff	changed-since-review
199	review-shared-change-history-1a09900f7b5b27eaeb25fd2cbdb1ccc50c5b173a-a24c5eb9c-e7f0935207d5	work-r3v-rename-ratchet-py-original-line-88-12c30eebeffb	2026-08-22T22:10:28Z	src/amd/r300/vulkan/tests/r3v_rename_ratchet.py	original line 88	1	"[""1700""]"	"[""PRRT_kwDOR3YK5M6bboOA""]"	"[""include path names in the rename scan""]"	python-test-black-and-ruff	changed-since-review
199	review-shared-change-history-1a09900f7b5b27eaeb25fd2cbdb1ccc50c5b173a-a24c5eb9c-e7f0935207d5	work-r3v-rename-ratchet-py-original-line-66-e836827155a4	2026-08-25T00:31:25Z	src/amd/r300/vulkan/tests/r3v_rename_ratchet.py	original line 66	1	"[""1780""]"	"[""PRRT_kwDOR3YK5M6b5amq""]"	"[""initialize the self test fixture as a git repository""]"	python-test-black-and-ruff	changed-since-review
200	review-shared-change-history-91836a959f1cfda67e5c78a812bc0d90d0a03e90-a01514070-d0df6217217e	work-r3v-rename-allowlist-txt-original-line-14-40a92d3cde2c	2026-08-22T22:10:28Z	docs/r3v-rename-allowlist.txt	original line 14	1	"[""1700""]"	"[""PRRT_kwDOR3YK5M6bboOB""]"	"[""use the canonical steinmarder evidence path""]"	documentation-symbol-and-link-check	changed-since-review
201	review-shared-change-history-679e17425422212a375a34b5712893fd76b1bfbf-f67f00261-4ac265719820	work-driver-root-audit-py-original-line-35-d582aea61d41	2026-08-22T22:12:37Z	build-infra/scripts/driver_root_audit.py	original line 35	1	"[""1701""]"	"[""PRRT_kwDOR3YK5M6bbo3X""]"	"[""audit the top level amd entry edge""]"	python-test-black-and-ruff	changed-since-review
202	review-shared-change-history-b994e46a625267a56a6e78ad074d11c2ac5c0296-74e1dd755-16ad0de284e5	work-pkgbuild-install-pkgname-install-d2078529a9e0	2026-08-22T22:12:37Z	build-infra/packaging/mesa-gororoba-debug-optimized/PKGBUILD	install pkgname install	1	"[""1701""]"	"[""PRRT_kwDOR3YK5M6bbo3Y""]"	"[""preserve the native launcher s forced icd selection""]"	repository-native-focused-check	changed-since-review
203	review-shared-change-history-6594b309ef5ccb3945196308926ce1a2aa893e94-d214e70ed-9b92cb694a7f	work-readme-md-gallium-draw-software-tcl-because-mesa-classifies-the-d11e6446f556	2026-08-22T22:22:49Z	src/amd/r300/vulkan/README.md	gallium draw software tcl because mesa classifies the family with	1	"[""1702""]"	"[""PRRT_kwDOR3YK5M6bbr4z""]"	"[""split cpu dispatch from the pm4 submission path""]"	documentation-symbol-and-link-check	changed-since-review
204	review-shared-change-history-d214e70ed81ffdc8b52ab47be9c8206073cf47ed-6bec0aa6f-106ec02e1677	work-r3v-implementation-boundaries-md-and-drm-shim-evidence-rather-than-0f646a640c77	2026-08-22T22:22:49Z	docs/hardware/r3v-implementation-boundaries.md	and drm shim evidence rather than gpu transfer or silicon evidence broader	1	"[""1702""]"	"[""PRRT_kwDOR3YK5M6bbr45""]"	"[""document the legacy compute opt in alias""]"	documentation-symbol-and-link-check	changed-since-review
204	review-shared-change-history-d214e70ed81ffdc8b52ab47be9c8206073cf47ed-6bec0aa6f-106ec02e1677	work-r3v-implementation-boundaries-md-native-initializer-fc6b69c1932e	2026-08-22T22:22:49Z	docs/hardware/r3v-implementation-boundaries.md	native initializer	1	"[""1702""]"	"[""PRRT_kwDOR3YK5M6bbr4y""]"	"[""require each icd identity pattern separately""]"	documentation-symbol-and-link-check	changed-since-review
204	review-shared-change-history-d214e70ed81ffdc8b52ab47be9c8206073cf47ed-6bec0aa6f-106ec02e1677	work-r3v-implementation-boundaries-md-owned-bo-under-an-explicit-unsnooped-2732e4c47964	2026-08-22T22:22:49Z	docs/hardware/r3v-implementation-boundaries.md	owned bo under an explicit unsnooped uma visibility contract	1	"[""1702""]"	"[""PRRT_kwDOR3YK5M6bbr48""]"	"[""attribute fragment binary ownership to the emitter""]"	documentation-symbol-and-link-check	changed-since-review
204	review-shared-change-history-d214e70ed81ffdc8b52ab47be9c8206073cf47ed-6bec0aa6f-106ec02e1677	work-r3v-implementation-boundaries-md-rg-n-fixed-strings-e-r3v-83347987e20b	2026-08-22T22:22:49Z	docs/hardware/r3v-implementation-boundaries.md	rg n fixed strings e r3v native loader application	1	"[""1702""]"	"[""PRRT_kwDOR3YK5M6bbr42""]"	"[""scope job identity to the identity vertex fixture""]"	documentation-symbol-and-link-check	changed-since-review
205	review-shared-change-history-e50678009138c99f30b83aea23ae083213b8a58c-41d774592-0bcb4cc6f876	work-r3v-physical-device-c-r3v-get-image-format-properties-3dc19611b8c7	2026-08-22T22:32:20Z	src/amd/r300/vulkan/r3v_physical_device.c	r3v get image format properties	5	"[""1703"",""1827""]"	"[""PRRT_kwDOR3YK5M6bbuo0"",""PRRT_kwDOR3YK5M6bbuo2"",""PRRT_kwDOR3YK5M6bbuo3"",""PRRT_kwDOR3YK5M6cWv2t"",""PRRT_kwDOR3YK5M6cWv2z""]"	"[""cite the image mechanism by symbol not filename"",""preserve the explicit conformance gap classification"",""name the actual family specific extent gates"",""withhold 1d sampled support until shaders can consume it"",""cap render layer offsets at the coloroffset ceiling""]"	warning-clean-driver-build-and-focused-test	changed-since-review
206	review-shared-change-history-c1c76da5053cb35655bd2c46a95fe027fb255e60-e50678009-f1dd62f775d1	work-r3v-native-submit-order-harness-c-original-line-229-be77caafb553	2026-08-22T22:52:08Z	src/amd/r300/vulkan/tests/r3v_native_submit_order_harness.c	original line 229	1	"[""1705""]"	"[""PRRT_kwDOR3YK5M6bb0RX""]"	"[""derive the manifest fixture from tmpdir""]"	warning-clean-driver-build-and-focused-test	changed-since-review
206	review-shared-change-history-c1c76da5053cb35655bd2c46a95fe027fb255e60-e50678009-f1dd62f775d1	work-r3v-native-submit-order-harness-c-original-line-236-d596cce2f069	2026-08-22T22:52:08Z	src/amd/r300/vulkan/tests/r3v_native_submit_order_harness.c	original line 236	1	"[""1705""]"	"[""PRRT_kwDOR3YK5M6bb0RZ""]"	"[""inject retention failure independently of process privileges""]"	warning-clean-driver-build-and-focused-test	changed-since-review
206	review-shared-change-history-c1c76da5053cb35655bd2c46a95fe027fb255e60-e50678009-f1dd62f775d1	work-r3v-native-submit-order-harness-c-original-line-727-abaa3d9a6943	2026-08-22T22:52:08Z	src/amd/r300/vulkan/tests/r3v_native_submit_order_harness.c	original line 727	1	"[""1705""]"	"[""PRRT_kwDOR3YK5M6bb0Ra""]"	"[""assert the closed gate retention outcome""]"	warning-clean-driver-build-and-focused-test	changed-since-review
207	review-shared-change-history-4eb06a49be58551844a93a51de5639cf64f3558a-7dd3f6fbb-1c238d2829e5	work-r3v-native-route-timing-digest-test-c-main-void-34efd76d8d3c	2026-08-22T22:55:48Z	src/amd/r300/vulkan/tests/r3v_native_route_timing_digest_test.c	main void	1	"[""1706""]"	"[""PRRT_kwDOR3YK5M6bb1Y3""]"	"[""isolate the cpu pin known bad calibration""]"	warning-clean-driver-build-and-focused-test	changed-since-review
208	review-shared-change-history-6594b309ef5ccb3945196308926ce1a2aa893e94-c09621537-a5be7ca83d64	work-r3v-native-submit-order-harness-c-run-arm-enum-arm-e2b8586c7be2	2026-08-22T23:16:45Z	src/amd/r300/vulkan/tests/r3v_native_submit_order_harness.c	run arm enum arm arm const char name	2	"[""1708"",""1723""]"	"[""PRRT_kwDOR3YK5M6bb7Gp"",""PRRT_kwDOR3YK5M6beOn7""]"	"[""clip robust zero w vertices instead of losing the device"",""make the oob arm use a genuinely short vertex buffer""]"	warning-clean-driver-build-and-focused-test	changed-since-review
209	review-shared-change-history-01cce6697e2122401327f7dbc7d873adb7b0a897-5f7f33471-8f09e85e0ff3	work-r3v-native-attended-fetched-gpu-producer-procedure-md-original-line-d14af10c5b7a	2026-08-23T01:37:46Z	docs/hardware/r3v-native-attended-fetched-gpu-producer-procedure.md	original line 76	1	"[""1711""]"	"[""PRRT_kwDOR3YK5M6bcfKS""]"	"[""correct the declaration consumption guidance""]"	documentation-symbol-and-link-check	changed-since-review
210	review-shared-change-history-d214e70ed81ffdc8b52ab47be9c8206073cf47ed-41d774592-09a8f8fb4dd4	work-r3v-native-cell-c-admit-fetched-producer-struct-r3v-native-0049d6bdab02	2026-08-23T01:40:37Z	src/amd/r300/vulkan/r3v_native_cell.c	admit fetched producer struct r3v native device device	1	"[""1712""]"	"[""PRRT_kwDOR3YK5M6bcf4J""]"	"[""describe the vbpntr pointer as a byte address""]"	warning-clean-driver-build-and-focused-test	changed-since-review
211	review-shared-change-history-01cce6697e2122401327f7dbc7d873adb7b0a897-5f7f33471-91d1a28e3047	work-rs482-native-delivery-route-admission-and-oracle-model-md-format-8e166018fb84	2026-08-23T05:09:32Z	docs/hardware/rs482-native-delivery-route-admission-and-oracle-model.md	format and returns one decision the cpu route by default the r2vb host model	3	"[""1715""]"	"[""PRRT_kwDOR3YK5M6bdRyV"",""PRRT_kwDOR3YK5M6bdRyX"",""PRRT_kwDOR3YK5M6bdRyY""]"	"[""use the repository relative digest header path"",""correct the digest header s stale evidence class"",""rename the chronology based evidence bundle""]"	documentation-symbol-and-link-check	changed-since-review
212	review-shared-change-history-7dd3f6fbb379de20d3c2c7d983d24523acfdbd84-af766adab-6dc2b789e755	work-r3v-native-route-timing-digest-test-c-main-int-argc-d160cbadb9e4	2026-08-23T06:28:10Z	src/amd/r300/vulkan/tests/r3v_native_route_timing_digest_test.c	main int argc char argv	1	"[""1718""]"	"[""PRRT_kwDOR3YK5M6bdlO7""]"	"[""check the cpu pin before the fetched pin""]"	warning-clean-driver-build-and-focused-test	changed-since-review
213	review-shared-change-history-c9bd4e6bc836fe7d172176dd0c977779537d14d5-1a8033cbe-0075713083f8	work-r300-tcl-bypass-triangle-c-original-line-35-47d27cd7183b	2026-08-23T07:41:41Z	src/amd/r300/common/r300_tcl_bypass_triangle.c	original line 35	1	"[""1720""]"	"[""PRRT_kwDOR3YK5M6bd5Hs""]"	"[""record the varying vector claim s discovery method""]"	warning-clean-driver-build-and-focused-test	changed-since-review
214	review-shared-change-history-c9bd4e6bc836fe7d172176dd0c977779537d14d5-a190f69df-608c9aedae91	work-r3v-native-draw-c-r3v-cmddraw-vkcommandbuffer-commandbuffer-uint32-t-3b03554923a2	2026-08-23T08:52:43Z	src/amd/r300/vulkan/r3v_native_draw.c	r3v cmddraw vkcommandbuffer commandbuffer uint32 t vertexcount	1	"[""1723""]"	"[""PRRT_kwDOR3YK5M6beOn6""]"	"[""limit the alias check to the fetched index span""]"	warning-clean-driver-build-and-focused-test	changed-since-review
215	review-shared-change-history-c5cc11945f60ddc34a1011b1bde47762a33887ab-64fa102e6-d12d9b9fc690	work-r300-triangle-manifest-c-main-int-argc-char-argv-f7cd5813dd0c	2026-08-23T10:01:22Z	src/amd/r300/common/r300_triangle_manifest.c	main int argc char argv	2	"[""1724""]"	"[""PRRT_kwDOR3YK5M6beiHU"",""PRRT_kwDOR3YK5M6beiHX""]"	"[""size the manifest vertex bo for the requested family member"",""preserve the varying shape in the instanced cell kind""]"	warning-clean-driver-build-and-focused-test	changed-since-review
216	review-shared-change-history-2a11aa0c8253be67db77dd45cc6f02e8ad4b5c77-adfa7ce2b-3f47822071f6	work-r3v-native-queue-c-enum-r3v-native-observed-route-bac9b09ccbb5	2026-08-23T10:26:39Z	src/amd/r300/vulkan/r3v_native_queue.c	enum r3v native observed route	1	"[""1726""]"	"[""PRRT_kwDOR3YK5M6bepfU""]"	"[""clear compute route classification on host only submits""]"	warning-clean-driver-build-and-focused-test	changed-since-review
217	review-shared-change-history-d02bda1a06e35e35f08127a42ace08a0052e6351-0bb1427b5-b554b841d054	work-r3v-qualification-inventory-py-original-line-115-b7998f1a8b6c	2026-08-23T10:26:39Z	src/amd/r300/vulkan/tests/r3v_qualification_inventory.py	original line 115	1	"[""1726""]"	"[""PRRT_kwDOR3YK5M6bepfX""]"	"[""require the carrier replay in qualification inventory""]"	python-test-black-and-ruff	changed-since-review
218	review-shared-change-history-d02bda1a06e35e35f08127a42ace08a0052e6351-723036632-9187abbd32ff	work-r3v-native-compute-c-r3v-native-cmd-buffer-execute-deferred-c0ced8e843f8	2026-08-23T10:26:39Z	src/amd/r300/vulkan/r3v_native_compute.c	r3v native cmd buffer execute deferred dispatch	2	"[""1726""]"	"[""PRRT_kwDOR3YK5M6bepfW"",""PRRT_kwDOR3YK5M6bepfY""]"	"[""invalidate a freshly mapped input before building the oracle"",""surface failures while retaining gpu oracle evidence""]"	warning-clean-driver-build-and-focused-test	changed-since-review
219	review-shared-change-history-300a75557165c988818944e1fef1157d847406bc-92a1e7e25-18e350b97f44	work-r3v-native-arming-runner-c-main-int-argc-char-argv-c11be7853cf4	2026-08-23T10:34:58Z	src/amd/r300/vulkan/tests/r3v_native_arming_runner.c	main int argc char argv	2	"[""1728"",""1830""]"	"[""PRRT_kwDOR3YK5M6ber32"",""PRRT_kwDOR3YK5M6cW_fu""]"	"[""check route gates before reporting compute identity as armed"",""reject malformed composed offsets before narrowing""]"	warning-clean-driver-build-and-focused-test	changed-since-review
220	review-shared-change-history-8e1387b5c97e329dd7b12f9937d691611c40f63e-60ae71b6e-453960ecc138	work-r3v-implementation-boundaries-md-reference-pass-offline-kernel-parser-re-c3000375a3dc	2026-08-23T16:28:26Z	docs/hardware/r3v-implementation-boundaries.md	reference pass offline kernel parser replay with known bad arms	2	"[""1729""]"	"[""PRRT_kwDOR3YK5M6bgkg9"",""PRRT_kwDOR3YK5M6bgkhA""]"	"[""update the completion matrix for the delivered gpu carrier"",""use an audit that covers the compute queue""]"	documentation-symbol-and-link-check	changed-since-review
221	review-shared-change-history-8e1387b5c97e329dd7b12f9937d691611c40f63e-60ae71b6e-30e067e63fc8	work-r300-compute-verb-c-r300-compute-verb-rows-valid-const-fb88b09d2bae	2026-08-23T21:06:41Z	src/amd/r300/common/r300_compute_verb.c	r300 compute verb rows valid const struct r300 compute verb row table	1	"[""1732""]"	"[""PRRT_kwDOR3YK5M6biIrZ""]"	"[""reject host executor evidence when the cpu route is absent""]"	warning-clean-driver-build-and-focused-test	changed-since-review
222	review-shared-change-history-8e1387b5c97e329dd7b12f9937d691611c40f63e-60ae71b6e-8b4fdac8d7a2	work-r300-compute-verb-h-enum-r300-compute-verb-2d9ca2088e13	2026-08-23T21:06:42Z	src/amd/r300/common/r300_compute_verb.h	enum r300 compute verb	1	"[""1732""]"	"[""PRRT_kwDOR3YK5M6biIrd""]"	"[""update the r3v boundary contract for mandatory operation ids""]"	warning-clean-driver-build-and-focused-test	changed-since-review
223	review-shared-change-history-2d088af50f199d4685ea3b4c6b6ced163d5b0f8e-e0b3d4ae9-c54a5ef11b15	work-agents-md-emitting-after-issuing-the-prefetch-the-one-wait-8af6c430f1a2	2026-08-23T21:27:24Z	AGENTS.md	emitting after issuing the prefetch the one wait lands at end of ib before	1	"[""1677""]"	"[""PRRT_kwDOR3YK5M6biQDP""]"	"[""preserve the documented sentence boundary options""]"	documentation-symbol-and-link-check	changed-since-review
223	review-shared-change-history-2d088af50f199d4685ea3b4c6b6ced163d5b0f8e-e0b3d4ae9-c54a5ef11b15	work-agents-md-source-comments-name-durable-mechanisms-exact-chip-isa-d2c3912f060e	2026-08-23T21:27:24Z	AGENTS.md	source comments name durable mechanisms exact chip isa register rule api spec	1	"[""1677""]"	"[""PRRT_kwDOR3YK5M6biQDN""]"	"[""reconcile the mechanism split criteria""]"	documentation-symbol-and-link-check	changed-since-review
224	review-shared-change-history-1099b1c71adc2055b4018cb4b6bc70cc9a7223f0-1d0ecc2e4-352dc243b37a	work-r3v-native-transfer-ops-test-c-original-line-169-8a9f3e2f621e	2026-08-23T21:47:34Z	src/amd/r300/vulkan/tests/r3v_native_transfer_ops_test.c	original line 169	1	"[""1735""]"	"[""PRRT_kwDOR3YK5M6biXQN""]"	"[""nitpick testing the update test checks the first and third dwords but never checks the middle dword at offset 68 so an implementation that corrupts or omits the second dword still passes the supposedly full size update verification""]"	warning-clean-driver-build-and-focused-test	changed-since-review
224	review-shared-change-history-1099b1c71adc2055b4018cb4b6bc70cc9a7223f0-1d0ecc2e4-352dc243b37a	work-r3v-native-transfer-ops-test-c-original-line-344-9f612a985544	2026-08-23T21:55:07Z	src/amd/r300/vulkan/tests/r3v_native_transfer_ops_test.c	original line 344	1	"[""1735""]"	"[""PRRT_kwDOR3YK5M6biZ2M""]"	"[""transition the test images before blitting""]"	warning-clean-driver-build-and-focused-test	changed-since-review
225	review-shared-change-history-a190f69df686f6558b0e3ef847ef62793ffcaf50-9a264e890-60e73dfd6289	work-r3v-native-recording-c-r3v-cmdbeginquery-f57553b30383	2026-08-23T21:55:06Z	src/amd/r300/vulkan/r3v_native_recording.c	r3v cmdbeginquery	2	"[""1735""]"	"[""PRRT_kwDOR3YK5M6biZ2F"",""PRRT_kwDOR3YK5M6biZ2P""]"	"[""close up the spaced double hyphen"",""add the required symbol discovery locator""]"	warning-clean-driver-build-and-focused-test	changed-since-review
225	review-shared-change-history-a190f69df686f6558b0e3ef847ef62793ffcaf50-9a264e890-60e73dfd6289	work-r3v-native-recording-c-r3v-cmdfillbuffer-00c7cf77fb22	2026-08-23T21:55:06Z	src/amd/r300/vulkan/r3v_native_recording.c	r3v cmdfillbuffer	2	"[""1735""]"	"[""PRRT_kwDOR3YK5M6biZ2B"",""PRRT_kwDOR3YK5M6biZ2D""]"	"[""reject transfers recorded after a deferred dispatch"",""accept a whole size fill that rounds down to zero""]"	warning-clean-driver-build-and-focused-test	changed-since-review
226	review-shared-change-history-0d0e7f74784c996c7bf1d4414fb3a02dafa8beff-8e1387b5c-bf6eefe9963b	work-r3v-native-descriptor-test-c-check-update-poison-const-struct-de0168abcf31	2026-08-23T21:59:35Z	src/amd/r300/vulkan/tests/r3v_native_descriptor_test.c	check update poison const struct fixture f	3	"[""1737""]"	"[""PRRT_kwDOR3YK5M6bibVs"",""PRRT_kwDOR3YK5M6bibVu"",""PRRT_kwDOR3YK5M6bibVw""]"	"[""bind job descriptors before testing dispatch compatibility"",""report a command pool reset failure"",""isolate the bind time compatibility verdict""]"	warning-clean-driver-build-and-focused-test	changed-since-review
227	review-shared-change-history-0d0e7f74784c996c7bf1d4414fb3a02dafa8beff-8e1387b5c-c6d38f8c31df	work-r3v-native-compute-c-r3v-cmdbinddescriptorsets-vkcommandbuffer-commandbu-c29168f34ac1	2026-08-23T21:59:35Z	src/amd/r300/vulkan/r3v_native_compute.c	r3v cmdbinddescriptorsets vkcommandbuffer commandbuffer	2	"[""1737""]"	"[""PRRT_kwDOR3YK5M6bibVq"",""PRRT_kwDOR3YK5M6bibVr""]"	"[""accept compatible layouts with later descriptor sets"",""include push constant ranges in layout compatibility""]"	warning-clean-driver-build-and-focused-test	changed-since-review
227	review-shared-change-history-0d0e7f74784c996c7bf1d4414fb3a02dafa8beff-8e1387b5c-c6d38f8c31df	work-r3v-native-compute-c-r3v-cmddispatch-vkcommandbuffer-commandbuffer-uint3-ab9e110639fe	2026-08-24T20:04:47Z	src/amd/r300/vulkan/r3v_native_compute.c	r3v cmddispatch vkcommandbuffer commandbuffer uint32 t groupcountx	1	"[""1760""]"	"[""PRRT_kwDOR3YK5M6b1g0R""]"	"[""ignore stage visibility when comparing compatible layouts""]"	warning-clean-driver-build-and-focused-test	changed-since-review
227	review-shared-change-history-0d0e7f74784c996c7bf1d4414fb3a02dafa8beff-8e1387b5c-c6d38f8c31df	work-r3v-native-compute-c-r3v-updatedescriptorsets-vkdevice-device-uint32-t-08f2e8c91222	2026-08-24T20:04:47Z	src/amd/r300/vulkan/r3v_native_compute.c	r3v updatedescriptorsets vkdevice device uint32 t descriptorwritecount	2	"[""1760""]"	"[""PRRT_kwDOR3YK5M6b1g0H"",""PRRT_kwDOR3YK5M6b1-TO""]"	"[""continue descriptor updates across compatible bindings"",""preserve array elements for later descriptor copies""]"	warning-clean-driver-build-and-focused-test	changed-since-review
228	review-shared-change-history-98959caa8f8f735899b1d1390d650d1ae450887e-1ad514dc9-098692370c94	work-r3v-native-h-struct-r3v-native-vertex-stream-desc-48564f5af6d1	2026-08-23T22:03:52Z	src/amd/r300/vulkan/r3v_native.h	struct r3v native vertex stream desc	1	"[""1738""]"	"[""PRRT_kwDOR3YK5M6bicrk""]"	"[""remove the unused stream vertex count""]"	warning-clean-driver-build-and-focused-test	changed-since-review
229	review-shared-change-history-812cf7df40581a3ccb779baf92fe18a83a552220-ebc8348c2-8fca71601632	work-r3v-native-pipeline-c-fixed-state-matches-cell-const-vkgraphicspipelinec-e421fcd80050	2026-08-23T22:15:13Z	src/amd/r300/vulkan/r3v_native_pipeline.c	fixed state matches cell const vkgraphicspipelinecreateinfo info	1	"[""1742""]"	"[""PRRT_kwDOR3YK5M6bigfg""]"	"[""avoid dereferencing ignored depth stencil state""]"	warning-clean-driver-build-and-focused-test	changed-since-review
230	review-shared-change-history-b6df2f8ef84dda8b2c505b389e50e3faadada672-b07680fb7-e1e1655efbfd	work-r3v-private-h-extern-c-63a21abce17b	2026-08-23T22:16:21Z	src/amd/r300/vulkan/r3v_private.h	extern c	1	"[""1741""]"	"[""PRRT_kwDOR3YK5M6big3F""]"	"[""contain the 1x only vulkan 1 0 limit deviation""]"	warning-clean-driver-build-and-focused-test	changed-since-review
231	review-shared-change-history-1219d78e0411c9c13549f9b4cda1e4577e0ad8fb-adfa7ce2b-c80d7a30fee3	work-r3v-native-recording-c-r3v-native-copy-buffer-range-ok-218308edec53	2026-08-23T22:25:42Z	src/amd/r300/vulkan/r3v_native_recording.c	r3v native copy buffer range ok const struct r3v native buffer buffer	2	"[""1744"",""1746""]"	"[""PRRT_kwDOR3YK5M6bij-j"",""PRRT_kwDOR3YK5M6bimUw""]"	"[""grow the query op list instead of poisoning at 16"",""reject or replay event operations from secondary buffers""]"	warning-clean-driver-build-and-focused-test	changed-since-review
231	review-shared-change-history-1219d78e0411c9c13549f9b4cda1e4577e0ad8fb-adfa7ce2b-c80d7a30fee3	work-r3v-native-recording-c-r3v-cmdresetevent-b71a8165ef41	2026-08-23T22:25:43Z	src/amd/r300/vulkan/r3v_native_recording.c	r3v cmdresetevent	1	"[""1744""]"	"[""PRRT_kwDOR3YK5M6bij-k""]"	"[""restrict reset rejection to the active query itself""]"	warning-clean-driver-build-and-focused-test	changed-since-review
232	review-shared-change-history-adfa7ce2b0e930e3f198f703477c8c0797338246-13683abd6-1ac9701306b8	work-r3v-native-object-c-r3v-resetevent-vkdevice-device-vkevent-event-010649ed9072	2026-08-23T22:25:42Z	src/amd/r300/vulkan/r3v_native_object.c	r3v resetevent vkdevice device vkevent event	2	"[""1744""]"	"[""PRRT_kwDOR3YK5M6bij-h"",""PRRT_kwDOR3YK5M6bij-l""]"	"[""honor wait while query execution is pending"",""write 32 bit availability in host byte order""]"	warning-clean-driver-build-and-focused-test	changed-since-review
