cluster_rank	cluster_id	review_route	review_group_count	thread_count	review_path_count	pull_request_count	oldest_thread_created_at	newest_thread_created_at	validation_gates	history_states	path_change_candidates	representative_work_group_id	next_action
246	review-shared-change-history-8e1387b5c97e329dd7b12f9937d691611c40f63e-e68f40792-b2f97213d851	shared-change-history	1	1	1	1	2026-08-24T20:21:15Z	2026-08-24T20:21:15Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""13683abd6ad3fcbf0d052d1a63b24793b59211fa"",""1d0ecc2e4930d7ebb2c0c0cfb2bf577f02c885b8"",""3bfafd1e35a20b7024389b1ae47af94d979e27fd"",""5453c84376b798dd7cc68a5f65defc68037c4b15"",""8e1387b5c97e329dd7b12f9937d691611c40f63e"",""93ff2e17aeca881926adb92dc6493bb34018be2a"",""bd7fcf75397e409a3d1e15e595e940d6411dffc3"",""d2b2d888ed784999a7c90886228532021b52d268"",""e68f40792d4bbdcc1961cae439a8b0264c25c9ce"",""ebc8348c2ec8951c28056c17b036a365856cd12a""]"	work-r3v-physical-device-c-r3v-getphysicaldevicequeuefamilyproperties2-vkphys-19ae2db7502b	read-the-shared-commit-sequence-once-then-check-each-claim
247	review-shared-change-history-60ae71b6e75360b9cc12dd4b524381da9da7feb4-c9d5859ca-1fdf182244de	shared-change-history	1	2	1	1	2026-08-24T20:32:31Z	2026-08-24T20:32:31Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""60ae71b6e75360b9cc12dd4b524381da9da7feb4"",""c9d5859cab6f6ca834d731a062b23dfd770da496""]"	work-r300-compute-verb-c-static-const-struct-r300-compute-verb-e298b05a31e3	read-the-shared-commit-sequence-once-then-check-each-claim
248	review-shared-change-history-225cea235e853f762377956a6329f5e8ab1661b3-1f91536e6-76cc56194d6c	shared-change-history	4	4	1	1	2026-08-24T21:55:46Z	2026-08-24T22:12:53Z	"[""python-test-black-and-ruff""]"	"[""changed-since-review""]"	"[""1f91536e6394b52f3969336a0b585106c3b6e5f9"",""225cea235e853f762377956a6329f5e8ab1661b3""]"	work-r3v-conformance-partition-py-original-line-216-0809d4e66236	read-the-shared-commit-sequence-once-then-check-each-claim
249	review-shared-change-history-88ce4466f7a042a93cb70866208c901bf86433c3-225cea235-069074e6bc40	shared-change-history	1	1	1	1	2026-08-24T21:55:46Z	2026-08-24T21:55:46Z	"[""python-test-black-and-ruff""]"	"[""changed-since-review""]"	"[""1f91536e6394b52f3969336a0b585106c3b6e5f9"",""225cea235e853f762377956a6329f5e8ab1661b3"",""88ce4466f7a042a93cb70866208c901bf86433c3""]"	work-r3v-conformance-partition-py-original-line-245-a2f69a5dda2b	read-the-shared-commit-sequence-once-then-check-each-claim
250	review-shared-change-history-225cea235e853f762377956a6329f5e8ab1661b3-7f7feec24-e8940c4528a5	shared-change-history	2	19	1	5	2026-08-24T22:19:00Z	2026-08-25T05:19:08Z	"[""python-test-black-and-ruff""]"	"[""changed-since-review""]"	"[""00e3c5dd25deb8545a531a6725b0d76c50156e1c"",""1f91536e6394b52f3969336a0b585106c3b6e5f9"",""225cea235e853f762377956a6329f5e8ab1661b3"",""292c0318de096554d204725077710d177a3196f2"",""4420389af742cd6354dceac2584fd4fd8ad74ec8"",""59b77649a80ee880f84ba6a5301467c8cc2c0438"",""7f7feec24572361f74134376433c0ba63f6219c2"",""81526f6ae547d3c0d6e7cb30aa26c2215af42e19"",""d78bf73c847ebdd6cfc11b5e8d8931c5489a9307"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7"",""fb709b391ec528b8f9c767dab90eb785d8093594""]"	work-r3v-conformance-runner-py-def-execute-args-9396c0cd229d	read-the-shared-commit-sequence-once-then-check-each-claim
251	review-shared-change-history-225cea235e853f762377956a6329f5e8ab1661b3-7f7feec24-eea41b438440	shared-change-history	1	1	1	1	2026-08-24T22:25:29Z	2026-08-24T22:25:29Z	"[""documentation-symbol-and-link-check""]"	"[""changed-since-review""]"	"[""00e3c5dd25deb8545a531a6725b0d76c50156e1c"",""1a5c07ce10d5efc8592101374468c787899d084b"",""225cea235e853f762377956a6329f5e8ab1661b3"",""26b04af5186ffa9c81c9f86ea67d56a9b2ee9baf"",""28d2e439d133914edccaa861df6ddaff6bcc1c71"",""292c0318de096554d204725077710d177a3196f2"",""31650bf8e57d52a812104aeb6cc60449099a86d1"",""4337fab9b7e51ae23d0c1db75c0c107ec1a20f29"",""4420389af742cd6354dceac2584fd4fd8ad74ec8"",""4b11002d5b38f01f6477a2878352caea8cd28ac7"",""59b77649a80ee880f84ba6a5301467c8cc2c0438"",""7f7feec24572361f74134376433c0ba63f6219c2"",""813f5899cd3d315aa4c84213e5be5101fc03f698"",""81526f6ae547d3c0d6e7cb30aa26c2215af42e19"",""c3f310b429a8061a7eda94441b306c7b999d5ebc"",""c5861da177d780bb8cf254b0d2777771b1e9c73b"",""c9d5859cab6f6ca834d731a062b23dfd770da496"",""e16bfb045fd1ae8096ede8e4af76356ac7f3157e"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-readme-md-hazard-is-assigned-from-the-cts-sources-a-d9bc20366441	read-the-shared-commit-sequence-once-then-check-each-claim
252	review-shared-change-history-300a75557165c988818944e1fef1157d847406bc-bd7fcf753-637fb81ee318	shared-change-history	10	10	1	2	2026-08-24T22:28:04Z	2026-08-24T22:58:07Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""300a75557165c988818944e1fef1157d847406bc"",""bd7fcf75397e409a3d1e15e595e940d6411dffc3""]"	work-r3v-native-plan-c-original-line-220-0649dd453d54	read-the-shared-commit-sequence-once-then-check-each-claim
253	review-shared-change-history-4653e691f1692ad7c7e37835316e6cf7d82fc7bc-baf48620c-4eead625b6da	shared-change-history	1	2	1	2	2026-08-24T22:28:04Z	2026-08-24T23:31:33Z	"[""configure-build-and-artifact-check""]"	"[""changed-since-review""]"	"[""00e3c5dd25deb8545a531a6725b0d76c50156e1c"",""0aceb8aa9606b0e4381e1ce5afc099c8914a3ef1"",""10f9e2fa66fd28b97638124d55113218da2a57d5"",""13683abd6ad3fcbf0d052d1a63b24793b59211fa"",""13701e615400edf1e437c61df559419793a3088f"",""13cc6f08740b4a4086d2fd1119c5cbcee86e3dbe"",""15e794e1b6218b8fe59b7e9577a07d2b0a38aa99"",""1a09900f7b5b27eaeb25fd2cbdb1ccc50c5b173a"",""2232b3ab7b2baef2666bd3f5bf23193e0af2f86e"",""225cea235e853f762377956a6329f5e8ab1661b3"",""26b04af5186ffa9c81c9f86ea67d56a9b2ee9baf"",""2cb307652cc8b14e61abd9fd3d71ff5e935c5eae"",""300a75557165c988818944e1fef1157d847406bc"",""31650bf8e57d52a812104aeb6cc60449099a86d1"",""393cb870255352a00fc9859f2d6624e3f10b2b87"",""4337fab9b7e51ae23d0c1db75c0c107ec1a20f29"",""451d77f250a30cb4c968c8474b0ffaa1a8f1b123"",""4653e691f1692ad7c7e37835316e6cf7d82fc7bc"",""4b11002d5b38f01f6477a2878352caea8cd28ac7"",""51e2926b7cd2deabb3dfc6c09e9e3310abca4159"",""5453c84376b798dd7cc68a5f65defc68037c4b15"",""59b77649a80ee880f84ba6a5301467c8cc2c0438"",""5f2615641abebc5f1631fb02285d20a93808cbfb"",""64fa102e611a869ea31d47a31fdf72ad84f28711"",""682648a30f9fe5db7f18772bd953af2e44099437"",""6d7b0b5c0c5292f9b8563651b0351f714353e630"",""710d7e3c12b5e6eecd6a9356de5295618b201d1d"",""74e17e547d51997ffb074a92b1f74bef56c702a0"",""7d380acb9b92d0de445217a4c35eb53cccc03901"",""7dd3f6fbb379de20d3c2c7d983d24523acfdbd84"",""7f7feec24572361f74134376433c0ba63f6219c2"",""813f5899cd3d315aa4c84213e5be5101fc03f698"",""84cf229c0d6e290d4a5694efa957454bc04b22c9"",""8e4c01d4aaf5dbfe222d2bd3763b7ca906eb129c"",""99ae7f779dd196aec81f5eef3c02f0ddf0f2fbbc"",""9f65f5f61e53a9ca26b082e1b27222c374cd28da"",""a4c39ca2b71127b4a9ffe6a3e524428977fc7c61"",""a62e4497766aff089ee68b72c96c0721935b3290"",""ae2e0183f6953f872bb04b6b929b374b6f8ac1ae"",""af766adab77452239b29918eb26f033c0f00b313"",""baf48620c79c19566965936e10cb66c5c1419cf5"",""bd7fcf75397e409a3d1e15e595e940d6411dffc3"",""be6eb55ff61e6ac44b7e475f70f9edc76d1f8d5b"",""c3f310b429a8061a7eda94441b306c7b999d5ebc"",""c5cc11945f60ddc34a1011b1bde47762a33887ab"",""c6f998b2c5c8a4e04c6bfd515c88cc88b42a4ffd"",""e68f40792d4bbdcc1961cae439a8b0264c25c9ce"",""eae1df80d9c7db3162ed27614fc74de2325ad665"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-meson-build-r3v-native-files-files-ddc0c86c5189	read-the-shared-commit-sequence-once-then-check-each-claim
254	review-shared-change-history-7d847324637a0c3fdb998778fe6ab0b5242107ee-300a75557-b363c98fddec	shared-change-history	2	2	1	1	2026-08-24T22:28:04Z	2026-08-24T22:28:04Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""300a75557165c988818944e1fef1157d847406bc"",""7d847324637a0c3fdb998778fe6ab0b5242107ee"",""bd7fcf75397e409a3d1e15e595e940d6411dffc3""]"	work-r3v-native-plan-c-original-line-308-47b1f8227465	read-the-shared-commit-sequence-once-then-check-each-claim
255	review-shared-change-history-26b04af5186ffa9c81c9f86ea67d56a9b2ee9baf-59b77649a-d2ed9ef1cfd2	shared-change-history	6	6	1	1	2026-08-24T22:49:31Z	2026-08-24T23:23:10Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""26b04af5186ffa9c81c9f86ea67d56a9b2ee9baf"",""300a75557165c988818944e1fef1157d847406bc"",""59b77649a80ee880f84ba6a5301467c8cc2c0438"",""bd7fcf75397e409a3d1e15e595e940d6411dffc3"",""fb709b391ec528b8f9c767dab90eb785d8093594""]"	work-r3v-native-plan-capture-c-original-line-204-9ee85ce5ffdf	read-the-shared-commit-sequence-once-then-check-each-claim
256	review-shared-change-history-baf48620c79c19566965936e10cb66c5c1419cf5-26b04af51-078e7bb0e076	shared-change-history	3	3	1	1	2026-08-24T22:49:31Z	2026-08-24T22:59:18Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""26b04af5186ffa9c81c9f86ea67d56a9b2ee9baf"",""300a75557165c988818944e1fef1157d847406bc"",""59b77649a80ee880f84ba6a5301467c8cc2c0438"",""baf48620c79c19566965936e10cb66c5c1419cf5"",""bd7fcf75397e409a3d1e15e595e940d6411dffc3"",""fb709b391ec528b8f9c767dab90eb785d8093594""]"	work-r3v-native-plan-capture-c-original-line-53-360eccac05d3	read-the-shared-commit-sequence-once-then-check-each-claim
257	review-shared-change-history-7f7feec24572361f74134376433c0ba63f6219c2-d78bf73c8-d5bc5e15fa49	shared-change-history	4	10	1	3	2026-08-24T22:56:21Z	2026-08-25T05:19:08Z	"[""python-test-black-and-ruff""]"	"[""changed-since-review""]"	"[""00e3c5dd25deb8545a531a6725b0d76c50156e1c"",""1f91536e6394b52f3969336a0b585106c3b6e5f9"",""292c0318de096554d204725077710d177a3196f2"",""4420389af742cd6354dceac2584fd4fd8ad74ec8"",""59b77649a80ee880f84ba6a5301467c8cc2c0438"",""7f7feec24572361f74134376433c0ba63f6219c2"",""81526f6ae547d3c0d6e7cb30aa26c2215af42e19"",""d78bf73c847ebdd6cfc11b5e8d8931c5489a9307"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7"",""fb709b391ec528b8f9c767dab90eb785d8093594""]"	work-r3v-conformance-runner-py-def-selftest-fixture-qpa-b5b9f885426e	read-the-shared-commit-sequence-once-then-check-each-claim
258	review-shared-change-history-baf48620c79c19566965936e10cb66c5c1419cf5-26b04af51-288d8415e6d1	shared-change-history	1	3	1	2	2026-08-24T22:59:18Z	2026-08-25T00:08:24Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""26b04af5186ffa9c81c9f86ea67d56a9b2ee9baf"",""baf48620c79c19566965936e10cb66c5c1419cf5"",""fb709b391ec528b8f9c767dab90eb785d8093594""]"	work-r3v-native-device-c-r3v-createdevice-vkphysicaldevice-physicaldevice-61cd5ee7eac7	read-the-shared-commit-sequence-once-then-check-each-claim
259	review-shared-change-history-13683abd6ad3fcbf0d052d1a63b24793b59211fa-1d0ecc2e4-49d9c1326d97	shared-change-history	1	2	1	2	2026-08-24T23:23:43Z	2026-08-26T04:25:51Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""13683abd6ad3fcbf0d052d1a63b24793b59211fa"",""1d0ecc2e4930d7ebb2c0c0cfb2bf577f02c885b8"",""3bfafd1e35a20b7024389b1ae47af94d979e27fd"",""5453c84376b798dd7cc68a5f65defc68037c4b15"",""93ff2e17aeca881926adb92dc6493bb34018be2a"",""bd7fcf75397e409a3d1e15e595e940d6411dffc3"",""ebc8348c2ec8951c28056c17b036a365856cd12a""]"	work-r3v-physical-device-c-r3v-get-format-properties-const-struct-9f2e5eccc034	read-the-shared-commit-sequence-once-then-check-each-claim
260	review-shared-change-history-1d0ecc2e4930d7ebb2c0c0cfb2bf577f02c885b8-60ae71b6e-e72868182dc3	shared-change-history	8	8	1	1	2026-08-24T23:26:48Z	2026-08-24T23:50:26Z	"[""documentation-symbol-and-link-check""]"	"[""changed-since-review""]"	"[""1d0ecc2e4930d7ebb2c0c0cfb2bf577f02c885b8"",""292c0318de096554d204725077710d177a3196f2"",""31650bf8e57d52a812104aeb6cc60449099a86d1"",""4420389af742cd6354dceac2584fd4fd8ad74ec8"",""60ae71b6e75360b9cc12dd4b524381da9da7feb4"",""813f5899cd3d315aa4c84213e5be5101fc03f698"",""b2c7a53aead941875e0c67204a025df54f2b5d9c"",""c5861da177d780bb8cf254b0d2777771b1e9c73b"",""de712cd4c674f476c5c2d9b6371da8907b8eebe8"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-r3v-host-model-fail-decomposition-md-original-line-112-d51947035e19	read-the-shared-commit-sequence-once-then-check-each-claim
261	review-shared-change-history-9b1e0fb29210904f70fdb11ad11c645580b8a678-1d0ecc2e4-d9f492abf461	shared-change-history	3	4	1	1	2026-08-24T23:26:48Z	2026-08-24T23:26:48Z	"[""documentation-symbol-and-link-check""]"	"[""changed-since-review""]"	"[""1d0ecc2e4930d7ebb2c0c0cfb2bf577f02c885b8"",""292c0318de096554d204725077710d177a3196f2"",""31650bf8e57d52a812104aeb6cc60449099a86d1"",""4420389af742cd6354dceac2584fd4fd8ad74ec8"",""60ae71b6e75360b9cc12dd4b524381da9da7feb4"",""813f5899cd3d315aa4c84213e5be5101fc03f698"",""9b1e0fb29210904f70fdb11ad11c645580b8a678"",""b2c7a53aead941875e0c67204a025df54f2b5d9c"",""c5861da177d780bb8cf254b0d2777771b1e9c73b"",""de712cd4c674f476c5c2d9b6371da8907b8eebe8"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-r3v-host-model-fail-decomposition-md-original-line-110-df794fa7aea7	read-the-shared-commit-sequence-once-then-check-each-claim
262	review-shared-change-history-7f7feec24572361f74134376433c0ba63f6219c2-4b11002d5-c5e151bb60ab	shared-change-history	1	1	1	1	2026-08-24T23:32:21Z	2026-08-24T23:32:21Z	"[""documentation-symbol-and-link-check""]"	"[""changed-since-review""]"	"[""00e3c5dd25deb8545a531a6725b0d76c50156e1c"",""1a5c07ce10d5efc8592101374468c787899d084b"",""26b04af5186ffa9c81c9f86ea67d56a9b2ee9baf"",""28d2e439d133914edccaa861df6ddaff6bcc1c71"",""292c0318de096554d204725077710d177a3196f2"",""31650bf8e57d52a812104aeb6cc60449099a86d1"",""4337fab9b7e51ae23d0c1db75c0c107ec1a20f29"",""4420389af742cd6354dceac2584fd4fd8ad74ec8"",""4b11002d5b38f01f6477a2878352caea8cd28ac7"",""59b77649a80ee880f84ba6a5301467c8cc2c0438"",""7f7feec24572361f74134376433c0ba63f6219c2"",""813f5899cd3d315aa4c84213e5be5101fc03f698"",""81526f6ae547d3c0d6e7cb30aa26c2215af42e19"",""c3f310b429a8061a7eda94441b306c7b999d5ebc"",""c5861da177d780bb8cf254b0d2777771b1e9c73b"",""c9d5859cab6f6ca834d731a062b23dfd770da496"",""e16bfb045fd1ae8096ede8e4af76356ac7f3157e"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-readme-md-default-context-requires-a-graphics-compute-queue-and-9d9747f10970	read-the-shared-commit-sequence-once-then-check-each-claim
263	review-shared-change-history-710d7e3c12b5e6eecd6a9356de5295618b201d1d-cebc5f008-e5ba30e4218c	shared-change-history	7	7	1	1	2026-08-24T23:37:58Z	2026-08-24T23:52:31Z	"[""documentation-symbol-and-link-check""]"	"[""changed-since-review""]"	"[""710d7e3c12b5e6eecd6a9356de5295618b201d1d"",""cebc5f008a2b1f33922597891892bb48205e557f""]"	work-r3v-wsi-denominator-md-original-line-138-b19a8511c65c	read-the-shared-commit-sequence-once-then-check-each-claim
264	review-shared-change-history-d2b2d888ed784999a7c90886228532021b52d268-13683abd6-21ca67d4c99a	shared-change-history	1	4	1	1	2026-08-24T23:37:58Z	2026-08-24T23:52:31Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""13683abd6ad3fcbf0d052d1a63b24793b59211fa"",""1d0ecc2e4930d7ebb2c0c0cfb2bf577f02c885b8"",""3bfafd1e35a20b7024389b1ae47af94d979e27fd"",""5453c84376b798dd7cc68a5f65defc68037c4b15"",""93ff2e17aeca881926adb92dc6493bb34018be2a"",""bd7fcf75397e409a3d1e15e595e940d6411dffc3"",""d2b2d888ed784999a7c90886228532021b52d268"",""ebc8348c2ec8951c28056c17b036a365856cd12a""]"	work-r3v-physical-device-c-r3v-wsi-proc-addr-vkphysicaldevice-physicaldevice-1a4fbf89acfd	read-the-shared-commit-sequence-once-then-check-each-claim
265	review-shared-change-history-ed39a483c8022512d3d540d03211bc58dcbf2fcf-2cb307652-b47c0ab03463	shared-change-history	1	2	1	1	2026-08-24T23:54:43Z	2026-08-24T23:54:43Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""2cb307652cc8b14e61abd9fd3d71ff5e935c5eae"",""ed39a483c8022512d3d540d03211bc58dcbf2fcf""]"	work-r3v-native-object-lifetime-test-c-check-buffer-view-refusal-d0443dcccacc	read-the-shared-commit-sequence-once-then-check-each-claim
266	review-shared-change-history-1d0ecc2e4930d7ebb2c0c0cfb2bf577f02c885b8-710d7e3c1-637fc6801e98	shared-change-history	1	2	1	1	2026-08-25T00:18:00Z	2026-08-25T00:35:10Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""04d636a37d48da0593766c683cb26b9bbd1ba82b"",""1d0ecc2e4930d7ebb2c0c0cfb2bf577f02c885b8"",""2cb307652cc8b14e61abd9fd3d71ff5e935c5eae"",""710d7e3c12b5e6eecd6a9356de5295618b201d1d"",""813f5899cd3d315aa4c84213e5be5101fc03f698"",""ebc8348c2ec8951c28056c17b036a365856cd12a""]"	work-r3v-native-transfer-ops-test-c-check-texel-formats-const-8da4f5f6f360	read-the-shared-commit-sequence-once-then-check-each-claim
267	review-shared-change-history-60ae71b6e75360b9cc12dd4b524381da9da7feb4-b2c7a53ae-9c3ec78998b5	shared-change-history	2	3	1	1	2026-08-25T00:35:10Z	2026-08-25T00:35:10Z	"[""documentation-symbol-and-link-check""]"	"[""changed-since-review""]"	"[""292c0318de096554d204725077710d177a3196f2"",""31650bf8e57d52a812104aeb6cc60449099a86d1"",""4420389af742cd6354dceac2584fd4fd8ad74ec8"",""60ae71b6e75360b9cc12dd4b524381da9da7feb4"",""813f5899cd3d315aa4c84213e5be5101fc03f698"",""b2c7a53aead941875e0c67204a025df54f2b5d9c"",""c5861da177d780bb8cf254b0d2777771b1e9c73b"",""de712cd4c674f476c5c2d9b6371da8907b8eebe8"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-r3v-host-model-fail-decomposition-md-population-plausibly-does-9c7c6af223b6	read-the-shared-commit-sequence-once-then-check-each-claim
268	review-shared-change-history-ebc8348c2ec8951c28056c17b036a365856cd12a-7d380acb9-d471af02e38a	shared-change-history	1	5	1	4	2026-08-25T00:35:10Z	2026-08-26T06:29:15Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""393cb870255352a00fc9859f2d6624e3f10b2b87"",""3bfafd1e35a20b7024389b1ae47af94d979e27fd"",""5453c84376b798dd7cc68a5f65defc68037c4b15"",""682648a30f9fe5db7f18772bd953af2e44099437"",""7d380acb9b92d0de445217a4c35eb53cccc03901"",""937dbcb62ff8173c66e94e0e89322442915f9c14"",""93ff2e17aeca881926adb92dc6493bb34018be2a"",""bd7fcf75397e409a3d1e15e595e940d6411dffc3"",""ebc8348c2ec8951c28056c17b036a365856cd12a"",""fcf09c5b472f9c2b301ea08e9859551ae9d075fb""]"	work-r3v-native-image-c-r3v-createimage-vkdevice-device-const-vkimagecreatein-9e4f03d70557	read-the-shared-commit-sequence-once-then-check-each-claim
269	review-shared-change-history-00e3c5dd25deb8545a531a6725b0d76c50156e1c-59b77649a-638870bf4659	shared-change-history	1	1	1	1	2026-08-25T02:34:52Z	2026-08-25T02:34:52Z	"[""python-test-black-and-ruff""]"	"[""changed-since-review""]"	"[""00e3c5dd25deb8545a531a6725b0d76c50156e1c"",""1f91536e6394b52f3969336a0b585106c3b6e5f9"",""292c0318de096554d204725077710d177a3196f2"",""4420389af742cd6354dceac2584fd4fd8ad74ec8"",""59b77649a80ee880f84ba6a5301467c8cc2c0438"",""81526f6ae547d3c0d6e7cb30aa26c2215af42e19"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7"",""fb709b391ec528b8f9c767dab90eb785d8093594""]"	work-r3v-conformance-runner-py-def-run-mode-expect-dmesg-after-a8998dfa7053	read-the-shared-commit-sequence-once-then-check-each-claim
270	review-shared-change-history-c9d5859cab6f6ca834d731a062b23dfd770da496-00e3c5dd2-3e4f50c61ca3	shared-change-history	1	2	1	1	2026-08-25T03:10:43Z	2026-08-25T03:10:43Z	"[""documentation-symbol-and-link-check""]"	"[""changed-since-review""]"	"[""00e3c5dd25deb8545a531a6725b0d76c50156e1c"",""1a5c07ce10d5efc8592101374468c787899d084b"",""292c0318de096554d204725077710d177a3196f2"",""31650bf8e57d52a812104aeb6cc60449099a86d1"",""4337fab9b7e51ae23d0c1db75c0c107ec1a20f29"",""4420389af742cd6354dceac2584fd4fd8ad74ec8"",""59b77649a80ee880f84ba6a5301467c8cc2c0438"",""813f5899cd3d315aa4c84213e5be5101fc03f698"",""81526f6ae547d3c0d6e7cb30aa26c2215af42e19"",""c3f310b429a8061a7eda94441b306c7b999d5ebc"",""c5861da177d780bb8cf254b0d2777771b1e9c73b"",""c9d5859cab6f6ca834d731a062b23dfd770da496"",""e16bfb045fd1ae8096ede8e4af76356ac7f3157e"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-readme-md-passes-timeout-the-receipt-keeps-the-exit-code-df650aaceb7c	read-the-shared-commit-sequence-once-then-check-each-claim
271	review-shared-change-history-b2c7a53aead941875e0c67204a025df54f2b5d9c-c5861da17-0db1d481d3e6	shared-change-history	1	4	1	1	2026-08-25T03:18:02Z	2026-08-25T03:18:02Z	"[""documentation-symbol-and-link-check""]"	"[""changed-since-review""]"	"[""292c0318de096554d204725077710d177a3196f2"",""31650bf8e57d52a812104aeb6cc60449099a86d1"",""4420389af742cd6354dceac2584fd4fd8ad74ec8"",""813f5899cd3d315aa4c84213e5be5101fc03f698"",""b2c7a53aead941875e0c67204a025df54f2b5d9c"",""c5861da177d780bb8cf254b0d2777771b1e9c73b"",""de712cd4c674f476c5c2d9b6371da8907b8eebe8"",""f743d0f9bec6e673cdd09dfd4554172aaa9b01c7""]"	work-r3v-host-model-fail-decomposition-md-before-deqp-vk-memory-2207c737ccd3	read-the-shared-commit-sequence-once-then-check-each-claim
272	review-shared-change-history-ed39a483c8022512d3d540d03211bc58dcbf2fcf-e8445512d-f51102a462ce	shared-change-history	1	2	1	2	2026-08-25T03:18:02Z	2026-08-26T06:26:16Z	"[""schema-generator-and-mutation-check""]"	"[""changed-since-review""]"	"[""393cb870255352a00fc9859f2d6624e3f10b2b87"",""41ed3670d8f5557938e79d43a08dd9cd15768dbf"",""682648a30f9fe5db7f18772bd953af2e44099437"",""93ff2e17aeca881926adb92dc6493bb34018be2a"",""a628623143f80181b4a864337e2afdecf89fb1d1"",""c8846a1d98433ba5e541093122a6daea7d348658"",""e8445512d3a15311e53b3539068a736e04c79ee1"",""ed39a483c8022512d3d540d03211bc58dcbf2fcf""]"	work-r3v-conformance-nonpass-ledger-tsv-compatibility-warning-compatibilitywa-11f73e62f22b	read-the-shared-commit-sequence-once-then-check-each-claim
273	review-shared-change-history-31650bf8e57d52a812104aeb6cc60449099a86d1-813f5899c-ade40b19827f	shared-change-history	14	14	1	1	2026-08-25T04:40:18Z	2026-08-25T04:52:28Z	"[""documentation-symbol-and-link-check""]"	"[""changed-since-review""]"	"[""31650bf8e57d52a812104aeb6cc60449099a86d1"",""813f5899cd3d315aa4c84213e5be5101fc03f698""]"	work-rs482-gpu-compute-substrate-atlas-md-original-line-619-c998804756c8	read-the-shared-commit-sequence-once-then-check-each-claim
274	review-shared-change-history-c9d5859cab6f6ca834d731a062b23dfd770da496-31650bf8e-39321177237e	shared-change-history	2	2	1	1	2026-08-25T04:40:18Z	2026-08-25T04:40:19Z	"[""documentation-symbol-and-link-check""]"	"[""changed-since-review""]"	"[""31650bf8e57d52a812104aeb6cc60449099a86d1"",""813f5899cd3d315aa4c84213e5be5101fc03f698"",""c9d5859cab6f6ca834d731a062b23dfd770da496""]"	work-rs482-gpu-compute-substrate-atlas-md-original-line-711-8d2c603623ed	read-the-shared-commit-sequence-once-then-check-each-claim
275	review-shared-change-history-00e3c5dd25deb8545a531a6725b0d76c50156e1c-59b77649a-40b3d9c3febf	shared-change-history	1	1	1	1	2026-08-25T04:57:06Z	2026-08-25T04:57:06Z	"[""python-test-black-and-ruff""]"	"[""changed-since-review""]"	"[""00e3c5dd25deb8545a531a6725b0d76c50156e1c"",""59b77649a80ee880f84ba6a5301467c8cc2c0438""]"	work-r3v-native-plan-compose-shard-py-original-line-66-37f563bfa65c	read-the-shared-commit-sequence-once-then-check-each-claim
276	review-shared-change-history-0f807535cfda5bf35b33bd8869a80d5480b566e4-7dd3f6fbb-f756cccaaf6c	shared-change-history	1	1	1	1	2026-08-25T06:40:46Z	2026-08-25T06:40:46Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""0f807535cfda5bf35b33bd8869a80d5480b566e4"",""7dd3f6fbb379de20d3c2c7d983d24523acfdbd84"",""af766adab77452239b29918eb26f033c0f00b313""]"	work-r3v-native-plan-capture-harness-c-main-int-argc-char-48d17a9f3e1f	read-the-shared-commit-sequence-once-then-check-each-claim
277	review-shared-change-history-fb709b391ec528b8f9c767dab90eb785d8093594-300a75557-24c868813d13	shared-change-history	1	1	1	1	2026-08-25T06:40:46Z	2026-08-25T06:40:46Z	"[""warning-clean-driver-build-and-focused-test""]"	"[""changed-since-review""]"	"[""300a75557165c988818944e1fef1157d847406bc"",""bd7fcf75397e409a3d1e15e595e940d6411dffc3"",""fb709b391ec528b8f9c767dab90eb785d8093594""]"	work-r3v-native-plan-capture-c-r3v-native-plan-capture-init-846f23753340	read-the-shared-commit-sequence-once-then-check-each-claim
