"thread_id"	"thread_created_at"	"review_url"	"review_path"	"original_line"	"claim_heading"	"status_at_capture"	"falsifier"
"PRRT_kwDOR3YK5M6b3zid"	"2026-08-24T22:18:59Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1767#discussion_r3847933062"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"109"	"bind the deqp executable to the pinned cts revision"	"unassessed"	""
"PRRT_kwDOR3YK5M6b3zih"	"2026-08-24T22:19:00Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1767#discussion_r3847933067"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"494"	"record one consistent caselist digest in the receipt"	"unassessed"	""
"PRRT_kwDOR3YK5M6b3zio"	"2026-08-24T22:19:00Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1767#discussion_r3847933076"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"501"	"clear stale artifacts before recording a refused rerun"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4Obe"	"2026-08-24T22:49:31Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1770#discussion_r3848099590"	"src/amd/r300/vulkan/tests/r3v_native_plan_tool.c"	"159"	"preserve the dso identity observed during capture"	"fixed-on-main"	"A mismatched DSO digest seals successfully."
"PRRT_kwDOR3YK5M6b4Obj"	"2026-08-24T22:49:31Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1770#discussion_r3848099597"	"src/amd/r300/vulkan/tests/r3v_native_plan_tool.c"	"160"	"reject overlong identity arguments instead of truncating them"	"fixed-on-main"	"An overlong valid prefix plus garbage is silently truncated and accepted."
"PRRT_kwDOR3YK5M6b4UK-"	"2026-08-24T22:56:21Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1771#discussion_r3848134451"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"576"	"match runtime events to the current boot"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4UK1"	"2026-08-24T22:56:21Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1771#discussion_r3848134436"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"648"	"compare the declared caselist against its file digest"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4UK3"	"2026-08-24T22:56:21Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1771#discussion_r3848134439"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"974"	"preserve the receipt path used by the tamper selftest"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4UK5"	"2026-08-24T22:56:21Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1771#discussion_r3848134442"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"670"	"downgrade identity mismatches from verified result"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4UK8"	"2026-08-24T22:56:21Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1771#discussion_r3848134448"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"78"	"isolate home from user installed vulkan layers"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4UKy"	"2026-08-24T22:56:21Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1771#discussion_r3848134430"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"524"	"drain child output while supervising deqp"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4ULB"	"2026-08-24T22:56:21Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1771#discussion_r3848134454"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"527"	"start the case deadline only after a case begins"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4WuJ"	"2026-08-24T22:59:18Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1770#discussion_r3848150471"	"src/amd/r300/vulkan/tests/r3v_native_plan_tool.c"	"127"	"parse numeric authorization options strictly"	"fixed-on-main"	"Trailing garbage or overflow seals a plan."
"PRRT_kwDOR3YK5M6b4bt0"	"2026-08-24T23:05:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1772#discussion_r3848181432"	"src/amd/r300/vulkan/tests/r3v_native_queue_claim_report.c"	"41"	"include all verb row fields in the ledger digest"	"fixed-on-main"	"Changing any semantic row field leaves the receipt digest unchanged."
"PRRT_kwDOR3YK5M6b4bt2"	"2026-08-24T23:05:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1772#discussion_r3848181434"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"576"	"bind runtime events to the current boot"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4bt5"	"2026-08-24T23:05:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1772#discussion_r3848181438"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"720"	"clear verified result when an expected identity mismatches"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4btr"	"2026-08-24T23:05:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1772#discussion_r3848181419"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"524"	"drain child output while supervising deqp"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4btv"	"2026-08-24T23:05:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1772#discussion_r3848181425"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"688"	"compare the declared caselist digest using the manifest convention"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4btz"	"2026-08-24T23:05:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1772#discussion_r3848181430"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"600"	"reject queue reports without the required ledger digest"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4bt-"	"2026-08-24T23:05:35Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1772#discussion_r3848181444"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"638"	"make partition slices compatible with the shard ceiling"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4bt6"	"2026-08-24T23:05:35Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1772#discussion_r3848181440"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"283"	"record every declared environment value in the receipt"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4buF"	"2026-08-24T23:05:35Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1772#discussion_r3848181453"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"541"	"track case markers rather than raw log size"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4pyr"	"2026-08-24T23:23:10Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1770#discussion_r3848268012"	"src/amd/r300/vulkan/r3v_native_queue.c"	"1664"	"mark completed transport before reporting capture i o failure"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4tFW"	"2026-08-24T23:27:29Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1772#discussion_r3848288903"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"670"	"start kernel log capture before the queue report"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4tFc"	"2026-08-24T23:27:29Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1772#discussion_r3848288909"	"src/amd/r300/vulkan/tests/r3v_conformance_partition.py"	"316"	"verify that shards concatenate to the recorded slice"	"fixed-on-main"	"A resealed duplicate-or-missing shard partition verifies."
"PRRT_kwDOR3YK5M6b4tFj"	"2026-08-24T23:27:30Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1772#discussion_r3848288916"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"602"	"reject non object runtime event json"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4wC-"	"2026-08-24T23:31:33Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1770#discussion_r3848306963"	"src/amd/r300/vulkan/r3v_native_queue.c"	"1459"	"preserve the relocation count before cleanup"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4wiD"	"2026-08-24T23:32:11Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1776#discussion_r3848309818"	"src/amd/r300/vulkan/tests/r3v_cs_ioctl_trace.py"	"215"	"refuse traces whose command did not complete successfully"	"fixed-on-main"	"A missing or crashing tracee yields a witnessed zero-CS verdict."
"PRRT_kwDOR3YK5M6b4wiI"	"2026-08-24T23:32:11Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1776#discussion_r3848309824"	"src/amd/r300/vulkan/tests/r3v_cs_ioctl_trace.py"	"70"	"exclude info from the gem aggregate"	"fixed-on-main"	"A normal INFO query is still reported as a GEM-only count."
"PRRT_kwDOR3YK5M6b4wiN"	"2026-08-24T23:32:11Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1776#discussion_r3848309830"	"src/amd/r300/vulkan/tests/r3v_cs_ioctl_trace.py"	"364"	"fail shim calibration on every kernel entering ioctl"	"fixed-on-main"	"An unlisted kernel-entering ioctl leaves the shim calibration green."
"PRRT_kwDOR3YK5M6b4wpg"	"2026-08-24T23:32:21Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1771#discussion_r3848310528"	"src/amd/r300/vulkan/tests/r3v_conformance_partition.py"	"319"	"reconcile shard contents with the full slice"	"fixed-on-main"	"A resealed duplicate-or-missing shard partition verifies."
"PRRT_kwDOR3YK5M6b41T8"	"2026-08-24T23:38:59Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1772#discussion_r3848339415"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"760"	"require the queue report digest for verified result"	"unassessed"	""
"PRRT_kwDOR3YK5M6b41UE"	"2026-08-24T23:38:59Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1772#discussion_r3848339423"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"707"	"bump the receipt schema for mandatory queue evidence"	"unassessed"	""
"PRRT_kwDOR3YK5M6b4-FQ"	"2026-08-24T23:51:16Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1778#discussion_r3848393096"	"src/amd/r300/vulkan/r3v_native_plan_replay.c"	"173"	"scan for contaminating gates after exempting the claim gate"	"fixed-on-main"	"An additional open or cached hazardous gate still admits replay."
"PRRT_kwDOR3YK5M6b5DPM"	"2026-08-24T23:58:32Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1778#discussion_r3848424786"	"src/amd/r300/vulkan/r3v_native_plan_replay.c"	"173"	"validate the gates cached on the device"	"fixed-on-main"	"An additional open or cached hazardous gate still admits replay."
"PRRT_kwDOR3YK5M6b6xcP"	"2026-08-25T02:34:51Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1781#discussion_r3849119080"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"706"	"derive the caselist digest and cases from one snapshot"	"unassessed"	""
"PRRT_kwDOR3YK5M6b6xcT"	"2026-08-25T02:34:52Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1781#discussion_r3849119087"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"1163"	"keep the byte digest rationale in one canonical comment"	"unassessed"	""
"PRRT_kwDOR3YK5M6b8Mgh"	"2026-08-25T04:57:06Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1786#discussion_r3849684198"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"855"	"propagate per case shutdown deadlines to the shard verdict"	"unassessed"	""
"PRRT_kwDOR3YK5M6b8Mgk"	"2026-08-25T04:57:06Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1786#discussion_r3849684203"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"860"	"require every per case qpa session to close"	"unassessed"	""
"PRRT_kwDOR3YK5M6b8Mgn"	"2026-08-25T04:57:06Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1786#discussion_r3849684207"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"727"	"reject nonce reuse across replay cases"	"unassessed"	""
"PRRT_kwDOR3YK5M6b8cX4"	"2026-08-25T05:19:08Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1786#discussion_r3849780811"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"807"	"bound per case directory components before mkdir"	"unassessed"	""
"PRRT_kwDOR3YK5M6b8cXr"	"2026-08-25T05:19:08Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1786#discussion_r3849780795"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"884"	"preserve nonzero child exits in the shard verdict"	"unassessed"	""
"PRRT_kwDOR3YK5M6b8cXw"	"2026-08-25T05:19:08Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1786#discussion_r3849780799"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"940"	"require an active per case capture before the planning bypass"	"unassessed"	""
"PRRT_kwDOR3YK5M6b8cXz"	"2026-08-25T05:19:08Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1786#discussion_r3849780802"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"1058"	"stop the shard when kernel log continuity is lost"	"unassessed"	""
"PRRT_kwDOR3YK5M6b_C-H"	"2026-08-25T08:13:16Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1788#discussion_r3850795034"	"docs/hardware/r3v-current-program-status.md"	"108"	"preserve verified result host model receipts"	"unassessed"	""
"PRRT_kwDOR3YK5M6b_C-N"	"2026-08-25T08:13:16Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1788#discussion_r3850795040"	"docs/hardware/r3v-current-program-status.md"	"16"	"identify the actual mesa revision described by the table"	"unassessed"	""
"PRRT_kwDOR3YK5M6cFWo2"	"2026-08-25T13:11:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1790#discussion_r3853288367"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"432"	"resolve the declared tracer before changing directories"	"unassessed"	""
"PRRT_kwDOR3YK5M6cFWo7"	"2026-08-25T13:11:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1790#discussion_r3853288374"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"1287"	"let the kernel hazard outrank the planning refusal"	"unassessed"	""
"PRRT_kwDOR3YK5M6cFWoh"	"2026-08-25T13:11:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1790#discussion_r3853288339"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"455"	"reject transcripts that predate the planning case"	"unassessed"	""
"PRRT_kwDOR3YK5M6cFWou"	"2026-08-25T13:11:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1790#discussion_r3853288356"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"1277"	"require every shard case in the planning witness"	"unassessed"	""
"PRRT_kwDOR3YK5M6cFWpC"	"2026-08-25T13:11:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1790#discussion_r3853288387"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"155"	"record the discovery method for the driver claims"	"unassessed"	""
"PRRT_kwDOR3YK5M6cFWpP"	"2026-08-25T13:11:35Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1790#discussion_r3853288401"	"docs/hardware/r3v-current-program-status.md"	"70"	"replace the workspace specific evidence path"	"unassessed"	""
"PRRT_kwDOR3YK5M6cFxqD"	"2026-08-25T13:28:38Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1792#discussion_r3853452936"	"src/amd/r300/vulkan/tests/r3v_wsi_init_comment_parity_audit.py"	"79"	"check r3v wsi sw in the adjacent comment"	"fixed-on-main"	"Restoring stale default-software wording leaves the audit green."
"PRRT_kwDOR3YK5M6cF4uB"	"2026-08-25T13:33:13Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1794#discussion_r3853494985"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"461"	"accept only markers created by the current case"	"unassessed"	""
"PRRT_kwDOR3YK5M6cF4uH"	"2026-08-25T13:33:13Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1794#discussion_r3853494992"	"src/amd/r300/vulkan/tests/r3v_conformance_runner.py"	"465"	"require every capture device to report an empty outcome"	"unassessed"	""
"PRRT_kwDOR3YK5M6cGMel"	"2026-08-25T13:46:48Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1792#discussion_r3853615008"	"docs/hardware/r3v-wsi-denominator.md"	"200"	"classify the drm shim result as runtime evidence"	"fixed-on-main"	"The same shim result is promoted to silicon evidence again."
"PRRT_kwDOR3YK5M6cGRyz"	"2026-08-25T13:50:24Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1795#discussion_r3853646876"	"docs/hardware/r3v-current-program-status.md"	"118"	"update the pinned evidence repository head"	"unassessed"	""
"PRRT_kwDOR3YK5M6cGRzE"	"2026-08-25T13:50:24Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1795#discussion_r3853646896"	"docs/hardware/r3v-current-program-status.md"	"120"	"advance the mesa head past the receipt source"	"unassessed"	""
"PRRT_kwDOR3YK5M6cGRzN"	"2026-08-25T13:50:24Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1795#discussion_r3853646908"	"docs/hardware/r3v-current-program-status.md"	"121"	"correct the second device count"	"unassessed"	""
"PRRT_kwDOR3YK5M6cIUnm"	"2026-08-25T15:15:41Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1796#discussion_r3854445919"	"docs/hardware/r3v-current-program-status.md"	"16"	"reconcile the mesa head with the declared target source"	"unassessed"	""
"PRRT_kwDOR3YK5M6cJt9j"	"2026-08-25T16:18:47Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1798#discussion_r3854991381"	"docs/hardware/r3v-current-program-status.md"	"271"	"keep architecture facts in their named authority"	"unassessed"	""
"PRRT_kwDOR3YK5M6cJt-F"	"2026-08-25T16:18:48Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1798#discussion_r3854991421"	"docs/hardware/r3v-current-program-status.md"	"265"	"name the structurally unsupported format feature"	"unassessed"	""
"PRRT_kwDOR3YK5M6cJt9-"	"2026-08-25T16:18:48Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1798#discussion_r3854991413"	"docs/hardware/r3v-current-program-status.md"	"252"	"define how removal satisfies the rung one gate"	"unassessed"	""
"PRRT_kwDOR3YK5M6cJt91"	"2026-08-25T16:18:48Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1798#discussion_r3854991402"	"docs/hardware/r3v-current-program-status.md"	"256"	"admit a baseline sampled image before executing sampling"	"unassessed"	""
"PRRT_kwDOR3YK5M6cJt96"	"2026-08-25T16:18:48Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1798#discussion_r3854991407"	"docs/hardware/r3v-current-program-status.md"	"261"	"align the intermediate framebuffer limit receipts"	"unassessed"	""
"PRRT_kwDOR3YK5M6cJt9q"	"2026-08-25T16:18:48Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1798#discussion_r3854991390"	"docs/hardware/r3v-current-program-status.md"	"288"	"name the wsi prerequisite instead of its issue number"	"unassessed"	""
"PRRT_kwDOR3YK5M6cJt9w"	"2026-08-25T16:18:48Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1798#discussion_r3854991396"	"docs/hardware/r3v-current-program-status.md"	"299"	"qualify the radeontool package path with its repository"	"unassessed"	""
"PRRT_kwDOR3YK5M6cKCuE"	"2026-08-25T16:34:14Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1799#discussion_r3855118905"	"docs/hardware/r3v-current-program-status.md"	"237"	"keep the constant row open until vulkan binds the payload"	"unassessed"	""
"PRRT_kwDOR3YK5M6cKCuP"	"2026-08-25T16:34:14Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1799#discussion_r3855118917"	"docs/hardware/r3v-current-program-status.md"	"216"	"reconcile the silicon evidence classification"	"unassessed"	""
"PRRT_kwDOR3YK5M6cLYDU"	"2026-08-25T17:42:57Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1802#discussion_r3855648147"	"docs/hardware/r3v-current-program-status.md"	"236"	"keep the evidence gate closed after a failed precondition"	"unassessed"	""
"PRRT_kwDOR3YK5M6cL7kB"	"2026-08-25T18:10:45Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1805#discussion_r3855867363"	"docs/hardware/r3v-current-program-status.md"	"250"	"update the authoritative latest receipt table"	"unassessed"	""
"PRRT_kwDOR3YK5M6cL7kJ"	"2026-08-25T18:10:45Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1805#discussion_r3855867377"	"docs/hardware/r3v-current-program-status.md"	"253"	"include host clear addressing in the offset mechanism"	"unassessed"	""
"PRRT_kwDOR3YK5M6cL7kM"	"2026-08-25T18:10:45Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1805#discussion_r3855867384"	"docs/hardware/r3v-current-program-status.md"	"246"	"describe the full reference target family"	"unassessed"	""
"PRRT_kwDOR3YK5M6cL7kT"	"2026-08-25T18:10:45Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1805#discussion_r3855867393"	"docs/hardware/r3v-current-program-status.md"	"246"	"reconcile the fragment constant task with the new exception"	"unassessed"	""
"PRRT_kwDOR3YK5M6cL7kW"	"2026-08-25T18:10:45Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1805#discussion_r3855867402"	"docs/hardware/r3v-current-program-status.md"	"240"	"advance the recorded mesa repository head"	"unassessed"	""
"PRRT_kwDOR3YK5M6cL7ke"	"2026-08-25T18:10:45Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1805#discussion_r3855867411"	"docs/hardware/r3v-current-program-status.md"	"241"	"qualify the non reference lowering claim"	"unassessed"	""
"PRRT_kwDOR3YK5M6cPnEl"	"2026-08-25T20:57:20Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1810#discussion_r3857329889"	"docs/hardware/r3v-current-program-status.md"	"267"	"keep the open receipt fact in one location"	"unassessed"	""
"PRRT_kwDOR3YK5M6cPnEp"	"2026-08-25T20:57:20Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1810#discussion_r3857329897"	"docs/hardware/r3v-current-program-status.md"	"256"	"name the retained transcript bundle"	"unassessed"	""
"PRRT_kwDOR3YK5M6cPnEu"	"2026-08-25T20:57:20Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1810#discussion_r3857329904"	"docs/hardware/r3v-current-program-status.md"	"260"	"cite the vulkan rule for ignoring tessellation state"	"unassessed"	""
"PRRT_kwDOR3YK5M6cTcXg"	"2026-08-26T01:17:13Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1811#discussion_r3858873489"	"docs/hardware/r3v-current-program-status.md"	"102"	"reconcile the head with the latest receipt"	"unassessed"	""
"PRRT_kwDOR3YK5M6cTcXk"	"2026-08-26T01:17:13Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1811#discussion_r3858873493"	"docs/hardware/r3v-current-program-status.md"	"226"	"remove completed work from the p0 blocker list"	"unassessed"	""
"PRRT_kwDOR3YK5M6cTcXq"	"2026-08-26T01:17:13Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1811#discussion_r3858873501"	"docs/hardware/r3v-current-program-status.md"	"110"	"limit the refutation to the smoke triangle case"	"unassessed"	""
"PRRT_kwDOR3YK5M6cTcXu"	"2026-08-26T01:17:14Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1811#discussion_r3858873506"	"docs/hardware/r3v-current-program-status.md"	"108"	"name the transcript bearing planning receipt"	"unassessed"	""
"PRRT_kwDOR3YK5M6cT_6U"	"2026-08-26T02:11:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1813#discussion_r3859100501"	"src/amd/r300/vulkan/r3v_native_recording.c"	"448"	"advertise the formats accepted by the scaling blit"	"unassessed"	""
"PRRT_kwDOR3YK5M6cT_6Y"	"2026-08-26T02:11:34Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1813#discussion_r3859100508"	"src/amd/r300/vulkan/tests/r3v_conformance_nonpass_ledger.tsv"	"9"	"remove the closed scaling blit wall from the ledger"	"unassessed"	""
"PRRT_kwDOR3YK5M6cT_6c"	"2026-08-26T02:11:35Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1813#discussion_r3859100513"	"src/amd/r300/vulkan/tests/r3v_native_object_lifetime_test.c"	"842"	"keep the replayed secondary alive through submission"	"repair-required"	"The secondary remains alive through queue idle and opposite valid cleanup orders release both owned allocations."
"PRRT_kwDOR3YK5M6cUCrg"	"2026-08-26T02:15:52Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1815#discussion_r3859117527"	"docs/hardware/r3v-current-program-status.md"	"336"	"refresh the canonical status when closing the rung"	"unassessed"	""
"PRRT_kwDOR3YK5M6cUCrh"	"2026-08-26T02:15:52Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1815#discussion_r3859117530"	"docs/hardware/r3v-current-program-status.md"	"339"	"qualify the secondary replay ordering claim"	"unassessed"	""
"PRRT_kwDOR3YK5M6cUCrj"	"2026-08-26T02:15:52Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1815#discussion_r3859117534"	"docs/hardware/r3v-current-program-status.md"	"348"	"name the vulkan blit rule behind the resample formula"	"unassessed"	""
"PRRT_kwDOR3YK5M6cUCrr"	"2026-08-26T02:15:52Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1815#discussion_r3859117542"	"docs/hardware/r3v-current-program-status.md"	"340"	"separate rung 1 movement from its eight case receipt"	"unassessed"	""
"PRRT_kwDOR3YK5M6cV3bi"	"2026-08-26T05:15:41Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1820#discussion_r3859838269"	"docs/hardware/r3v-current-program-status.md"	"317"	"do not promote sampled cts cases to silicon evidence"	"unassessed"	""
"PRRT_kwDOR3YK5M6cWDMj"	"2026-08-26T05:32:43Z"	"https://github.com/Oichkatzelesfrettschen/mesa-26-gororoba/pull/1822#discussion_r3859911129"	"docs/hardware/r3v-current-program-status.md"	"368"	"state the silicon observation positively"	"unassessed"	""
